cell_line_name,stripped_cell_line_name,DepMap_ID
EW-11,EW11,ACH-002111
EW-12,EW12,ACH-002112
EW-13,EW13,ACH-002113
EW-16,EW16,ACH-002114
EW-18,EW18,ACH-002115
EW-22,EW22,ACH-002116
EW-24,EW24,ACH-002117
EW-3,EW3,ACH-002118
EW-7,EW7,ACH-002119
GAK,GAK,ACH-002120
G-MEL,GMEL,ACH-002121
GT3TKB,GT3TKB,ACH-002122
H2369,H2369,ACH-002123
H2373,H2373,ACH-002124
H2461,H2461,ACH-002125
H2591,H2591,ACH-002126
H2595,H2595,ACH-002127
H2722,H2722,ACH-002128
H2731,H2731,ACH-002129
H2795,H2795,ACH-002130
H2803,H2803,ACH-002131
H2804,H2804,ACH-002132
H2810,H2810,ACH-002133
H2818,H2818,ACH-002134
H2869,H2869,ACH-002135
H290,H290,ACH-002136
H513,H513,ACH-002138
HA7-RCC,HA7RCC,ACH-002139
Hey,HEY,ACH-002140
HSC-39,HSC39,ACH-002141
HuO-3N1,HUO3N1,ACH-002142
IST-MEL1,ISTMEL1,ACH-002143
IST-SL1,ISTSL1,ACH-002144
IST-SL2,ISTSL2,ACH-002145
JHOS-3,JHOS3,ACH-002146
K2,K2,ACH-002147
K5,K5,ACH-002148
KGN,KGN,ACH-002149
LB1047-RCC,LB1047RCC,ACH-002150
LB2241-RCC,LB2241RCC,ACH-002151
LB2518-MEL,LB2518MEL,ACH-002152
LB373-MEL-D,LB373MELD,ACH-002153
LB647-SCLC,LB647SCLC,ACH-002154
LB996-RCC,LB996RCC,ACH-002155
LC-1-sq,LC1SQ,ACH-002156
LC-2-ad,LC2AD,ACH-002157
LU-99A,LU99A,ACH-002158
MC-IXC,MCIXC,ACH-002160
MKN28,MKN28,ACH-002161
MMAC-SF,MMACSF,ACH-002162
MRK-nu-1,MRKNU1,ACH-002163
MZ1-PC,MZ1PC,ACH-002164
MZ2-MEL,MZ2MEL,ACH-002165
MZ7-mel,MZ7MEL,ACH-002166
NCC010,NCC010,ACH-002167
NCC021,NCC021,ACH-002168
NCI-H1304,NCIH1304,ACH-002169
NCI-H1688,NCIH1688,ACH-002170
NCI-H250,NCIH250,ACH-002171
NCI-H378,NCIH378,ACH-002173
NCI-H720,NCIH720,ACH-002174
NCI-H740,NCIH740,ACH-002175
NCI-H748,NCIH748,ACH-002176
NCI-H835,NCIH835,ACH-002177
NY,NY,ACH-002178
OCUB-M,OCUBM,ACH-002179
OMC-1,OMC1,ACH-002180
OVCA420,OVCA420,ACH-002181
OVCA433,OVCA433,ACH-002182
OVMIU,OVMIU,ACH-002183
PC-3_[JPC-3],PC3JPC3,ACH-002184
PL18,PL18,ACH-002185
PL4,PL4,ACH-002186
RCC-AB,RCCAB,ACH-002187
RCC-ER,RCCER,ACH-002188
RCC-FG2,RCCFG2,ACH-002189
RCC-JF,RCCJF,ACH-002190
RCC-JW,RCCJW,ACH-002191
RCC-MF,RCCMF,ACH-002192
RERF-LC-FM,RERFLCFM,ACH-002193
RH-1,RH1,ACH-002194
RXF393,RXF393,ACH-002195
SBC-1,SBC1,ACH-002196
SBC-3,SBC3,ACH-002197
SCH,SCH,ACH-002198
SW962,SW962,ACH-002200
TC-YIK,TCYIK,ACH-002201
TMK-1,TMK1,ACH-002202
U-CH2,UCH2,ACH-002204
WM1552C,WM1552C,ACH-002205
WM278,WM278,ACH-002206
WM35,WM35,ACH-002207
YMB-1-E,YMB1E,ACH-002208
ALL-PO,ALLPO,ACH-002209
ARH-77,ARH77,ACH-002210
BALL-1,BALL1,ACH-002211
BB30-HNC,BB30HNC,ACH-002212
BB49-HNC,BB49HNC,ACH-002213
BC-1,BC1,ACH-002214
BC-3,BC3,ACH-002215
BE-13,BE13,ACH-002216
BE2-M17,BE2M17,ACH-002217
CESS,CESS,ACH-002218
COLO-320-HSR,COLO320HSR,ACH-002219
CRO-AP2,CROAP2,ACH-002220
CTB-1,CTB1,ACH-002221
CTV-1,CTV1,ACH-002222
D-245MG,D245MG,ACH-002223
D-247MG,D247MG,ACH-002224
D-263MG,D263MG,ACH-002225
D-336MG,D336MG,ACH-002226
D-392MG,D392MG,ACH-002227
D-423MG,D423MG,ACH-002228
D-502MG,D502MG,ACH-002229
D-542MG,D542MG,ACH-002230
D-566MG,D566MG,ACH-002231
DG-75,DG75,ACH-002232
DIFI,DIFI,ACH-002233
DOK,DOK,ACH-002234
DSH1,DSH1,ACH-002235
EB-3,EB3,ACH-002236
ETK-1,ETK1,ACH-002237
GR-ST,GRST,ACH-002238
H3118,H3118,ACH-002239
H9,H9,ACH-002240
HAL-01,HAL01,ACH-002241
HC-1,HC1,ACH-002242
HCE-4,HCE4,ACH-002243
HO-1-N-1,HO1N1,ACH-002244
Hs-445,HS445,ACH-002245
Hs-633T,HS633T,ACH-002246
IM-9,IM9,ACH-002247
IMR-5,IMR5,ACH-002248
JHU-011,JHU011,ACH-002249
JHU-022,JHU022,ACH-002250
JHU-029,JHU029,ACH-002251
JiyoyeP-2003,JIYOYEP2003,ACH-002252
JSC-1,JSC1,ACH-002253
KARPAS-1106P,KARPAS1106P,ACH-002254
KARPAS-231,KARPAS231,ACH-002255
KARPAS-45,KARPAS45,ACH-002256
KINGS-1,KINGS1,ACH-002257
KMOE-2,KMOE2,ACH-002258
KNS-81-FD,KNS81FD,ACH-002259
KOSC-2,KOSC2,ACH-002260
KP-N-YS,KPNYS,ACH-002261
KY821,KY821,ACH-002262
KYSE-220,KYSE220,ACH-002263
KYSE-50,KYSE50,ACH-002264
LB771-HNC,LB771HNC,ACH-002265
LB831-BLC,LB831BLC,ACH-002266
LC4-1,LC41,ACH-002267
LN-405,LN405,ACH-002268
LNZTA3WT4,LNZTA3WT4,ACH-002269
MC-CAR,MCCAR,ACH-002270
MFH-ino,MFHINO,ACH-002271
MHH-PREB-1,MHHPREB1,ACH-002272
ML-2,ML2,ACH-002273
MLMA,MLMA,ACH-002274
MN-60,MN60,ACH-002275
MY-M12,MYM12,ACH-002276
NB(TU)1-10,NBTU110,ACH-002277
NB10,NB10,ACH-002278
NB12,NB12,ACH-002279
NB13,NB13,ACH-002280
NB14,NB14,ACH-002281
NB17,NB17,ACH-002282
NB5,NB5,ACH-002283
NB6,NB6,ACH-002284
NB7,NB7,ACH-002285
NCI-H128,NCIH128,ACH-002286
NCI-H630,NCIH630,ACH-002287
NEC8,NEC8,ACH-002288
NK-92MI,NK92MI,ACH-002289
NKM-1,NKM1,ACH-002290
NTERA-2 cl.D1,NTERA2CLD1,ACH-002291
OACp4C,OACP4C,ACH-002292
P32-ISH,P32ISH,ACH-002293
PCI-15A,PCI15A,ACH-002294
PCI-30,PCI30,ACH-002295
PCI-38,PCI38,ACH-002296
PCI-4B,PCI4B,ACH-002297
PCI-6A,PCI6A,ACH-002298
QIMR-WIL,QIMRWIL,ACH-002299
Ramos-2G6-4C10,RAMOS2G64C10,ACH-002300
RF-48,RF48,ACH-002301
RPMI-8866,RPMI8866,ACH-002302
SK-MG-1,SKMG1,ACH-002304
SKN-3,SKN3,ACH-002305
STS-0421,STS0421,ACH-002306
SU-DHL-16,SUDHL16,ACH-002307
SUP-B8,SUPB8,ACH-002308
SW684,SW684,ACH-002309
SW872,SW872,ACH-002310
TE-12,TE12,ACH-002311
TGBC24TKB,TGBC24TKB,ACH-002312
TK,TK,ACH-002313
TUR,TUR,ACH-002314
WIL2-NS,WIL2NS,ACH-002316
YT,YT,ACH-002317
184A1,184A1,ACH-002319
600MPE,600MPE,ACH-002320
HBL100,HBL100,ACH-002321
HCC2185,HCC2185,ACH-002322
HCC2688,HCC2688,ACH-002323
HCC3153,HCC3153,ACH-002324
LY2,LY2,ACH-002325
MACLS2,MACLS2,ACH-002326
MCF12A,MCF12A,ACH-002327
MX1,MX1,ACH-002328
SKBR5,SKBR5,ACH-002329
SKBR7,SKBR7,ACH-002330
ZR75B,ZR75B,ACH-002331
GISTT1,GISTT1,ACH-002332
HCC827GR,HCC827GR,ACH-002333
SS1A,SS1A,ACH-002334
UCH1,UCH1,ACH-002335
HCET,HCET,ACH-002336
JHU028,JHU028,ACH-002337
M980513,M980513,ACH-002338
MOT,MOT,ACH-002339
NBSUSSR,NBSUSSR,ACH-002340
BB30PBL,BB30PBL,ACH-002342
BB49EBV,BB49EBV,ACH-002343
BB65EBV,BB65EBV,ACH-002344
CaR-1,CAR1,ACH-002345
CP50EBV,CP50EBV,ACH-002346
CP66EBV,CP66EBV,ACH-002347
DIPG007,DIPG007,ACH-002348
GBM001,GBM001,ACH-002349
HA7EBV,HA7EBV,ACH-002350
L542,L542,ACH-002351
LB1047EBV,LB1047EBV,ACH-002352
LB2241EBV,LB2241EBV,ACH-002353
LB2518EBV,LB2518EBV,ACH-002354
LB373EBV,LB373EBV,ACH-002355
LB647PBL,LB647PBL,ACH-002356
LB771PBL,LB771PBL,ACH-002357
LB831EBV,LB831EBV,ACH-002358
MZ1B,MZ1B,ACH-002360
MZ7B,MZ7B,ACH-002361
NCIBL128,NCIBL128,ACH-002362
NCIBL1395,NCIBL1395,ACH-002363
NCIBL1437,NCIBL1437,ACH-002364
NCIBL1770,NCIBL1770,ACH-002365
NCIBL2009,NCIBL2009,ACH-002366
NCIBL2052,NCIBL2052,ACH-002367
NCIBL2087,NCIBL2087,ACH-002368
NCIBL209,NCIBL209,ACH-002369
NCIBL2122,NCIBL2122,ACH-002370
NCIBL2126,NCIBL2126,ACH-002371
NCIBL2171,NCIBL2171,ACH-002372
HCC1187BL,HCC1187BL,ACH-002373
HCC1599BL,HCC1599BL,ACH-002374
HCC1937BL,HCC1937BL,ACH-002375
LS1034-PBL,LS1034PBL,ACH-002376
HCC38BL,HCC38BL,ACH-002377
HCC1143BL,HCC1143BL,ACH-002378
J82EBV,J82EBV,ACH-002379
COLO829BL,COLO829BL,ACH-002380
HCC2157BL,HCC2157BL,ACH-002381
HCC1395BL,HCC1395BL,ACH-002382
HCC2218BL,HCC2218BL,ACH-002383
HCC1954BL,HCC1954BL,ACH-002384
M00921,M00921,ACH-002386
M1203273,M1203273,ACH-002387
MET2B,MET2B,ACH-002388
ACN,ACN,ACH-002389
MC-1010,MC1010,ACH-002390
UD-SCC-2,UDSCC2,ACH-002391
SC-1,SC1,ACH-002392
CRO-AP3,CROAP3,ACH-002393
GEO,GEO,ACH-002394
HuH-6 Clone 5,HUH6CLONE5,ACH-002395
Sarc9371,SARC9371,ACH-002396
KMH-2,KMHDASH2,ACH-002397
21NT,21NT,ACH-002399
CCLF_UPGI_0005_T,CCLFUPGI0005T,ACH-002446
HT144 SKIN FV1,HT144SKINFV1,ACH-002458
HT144 SKIN FV3,HT144SKINFV3,ACH-002459
HT144 SKIN FV2,HT144SKINFV2,ACH-002460
RVH421 SKIN FV1,RVH421SKINFV1,ACH-002461
RPE1-ss48,RPE1SS48,ACH-002462
RPE1-ss77,RPE1SS77,ACH-002463
RPE1-ss6,RPE1SS6,ACH-002464
RPE1-ss111,RPE1SS111,ACH-002466
RPE1-ss51,RPE1SS51,ACH-002467
HAP1,HAP1,ACH-002475
WM3211,WM3211,ACH-002508
WM4235,WM4235,ACH-002509
M040416,M040416,ACH-002510
M140325,M140325,ACH-002511
MM1610113,MM1610113,ACH-002512
