drug_name,cid,origin,smiles
TPKI-80,44481212,LINCS,CC1=NN=C(O1)C2=CC3=C(C=C2)OC=C3C4=CC=C(C=C4)C(C)O
TPKI-81,24855983,LINCS,CCS(=O)C1=CC=C(C=C1)C2=COC3=C2C=C(C=C3)C4=NN=C(O4)C
TPKI-82,44480949,LINCS,CC1=NN=C(O1)C2=CC3=C(C=C2)N=CN3C4=CC=C(C=C4)S(=O)C
TPKI-83,44481752,LINCS,CC1=NN=C(O1)C2=CN3C(=NC=C3C4=CC=C(C=C4)S(=O)C)C=C2
TPKI-84,44478382,LINCS,CC1=NN=C(O1)C2=NC3=C(C=C2)OC=C3C4=CC=C(C=C4)S(=O)C
TPKI-85,44478652,LINCS,CC1=NC(=NN1)C2=CC3=C(C=C2)OC=C3C4=CC=C(C=C4)S(=O)C
TPKI-86,44481207,LINCS,CC1=NN=C(C=C1)C2=CC3=C(C=C2)OC=C3C4=CC=C(C=C4)S(=O)C
TPKI-87,44482290,LINCS,CS(=O)C1=CC=C(C=C1)C2=COC3=C2C=C(C=C3)C4=NNC(=O)O4
TPKI-88,44590237,LINCS,C1COC2=C1C=C(C=C2)C3=NN=C(O3)SCC4=CC(=CC=C4)F
TPKI-89,44590238,LINCS,COC1=CC=C(C=C1)CSC2=NN=C(O2)C3=CC4=C(C=C3)OCC4
TPKI-90,44590414,LINCS,C1COC2=C1C=C(C=C2)C3=NN=C(O3)OCC4=CC(=CC=C4)F
TPKI-91,23729136,LINCS,COC1=C(C=C(C=C1)CSC2=NN=C(O2)C3=CC4=C(C=C3)N=CS4)C(F)(F)F
TPKI-92,68664487,LINCS,COC1=C(C=C(C=C1)CSC2=NN=C(O2)C3=CN4C=CN=C4C=C3)C(F)(F)F
TPKI-93,44590466,LINCS,COC1=CC=C(C=C1)C2=COC3=C2C=C(C=C3)C4=NN=C(O4)SCC5=CC(=C(C=C5)OC)C(F)(F)F
TPKI-94,44590535,LINCS,COC1=CC=C(C=C1)C2=COC3=C2C=C(C=C3)C4=NN=C(O4)SCC5=CC(=CC=C5)C#N
TPKI-95,10153026,LINCS,COC(=O)C1=C(C2=C(C=CC(=C2)Br)C(=O)N1CC3=CC=C(C=C3)NC(=O)CCC(=O)O)C4=CC=CC=C4
TPKI-96,44451882,LINCS,CC1=CC2=C(C=C1)C(=O)N(C(=C2C3=CC=CC=C3)C(=O)OC)CC4=CC=CC=C4
TPKI-97,44451820,LINCS,COC1=CC2=C(C=C1)C(=O)N(C(=C2C3=CC=CC=C3)C(=O)OC)CC4=CC=CC=C4
TPKI-98,44451795,LINCS,COC(=O)C1=C(C2=C(C=CC(=C2)C(=O)O)C(=O)N1CC3=CC=CC=C3)C4=CC=CC=C4
TPKI-99,44451791,LINCS,COC(=O)C1=C(C2=C(C=CC(=C2)Cl)C(=O)N1CC3=CC=C(C=C3)S(=O)(=O)C)C4=CC=CC=C4
UNC10112604A,44532523,LINCS,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC=CC=C5)Cl.Cl
UNC10112721A,10173796,LINCS,CN1CCN(CC1)C2=C(C=C(C=C2)NC3=NC=CC(=N3)C4=C5C=CC=NN5N=C4)C(F)(F)F
UNC10112764A,57393604,LINCS,C1=CC(=CC(=C1)S(=O)(=O)N)NC2=NNC(=C2)C3=CC=C(C=C3)F.Cl
UNC10112774A,57396350,LINCS,C1=COC(=C1)C(=O)NC2=NC3=C(N2)C=C(C=C3)OC4=CC=C(C=C4)NC(=O)NC5=C(C=CC(=C5)C(F)(F)F)F.Cl
UNC10112792A,44536036,LINCS,C1=CC(=CC=C1C2=COC3=NC=NC(=C23)N)NC(=O)NC4=C(C=CC(=C4)C(F)(F)F)F.Cl
UNC10112830A,599038,LINCS,CCN1C2=CC=CC=C2N=C1C3=NON=C3N
UNC10126563B,156414,LINCS,C=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4
UNC10126563B,156414,LINCS,C=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4
UNC10126563B,156414,LINCS,C=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4
UNC10224985A,44526070,LINCS,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)Cl)C3=CC=C(C=C3)C(=O)NC4=CC=NC=C4
UNC10224986A,44578566,LINCS,C1CC1CNC(=O)C2=CC=C(C=C2)C3=C(C=CC(=C3)C(=O)NC4CC4)F
UNC10224987A,53468037,LINCS,CN1C=C(C2=C(N=CN=C21)N)C3=CC4=C(C=C3)N(CC4)C(=O)CC5=CC(=CC=C5)OC
UNC10224988A,44529220,LINCS,C1=CC2=C(C(=NN2C=C1)C3=CC(=CC=C3)NC(=O)C4=C(C=CC=C4F)F)C5=NC(=NC=C5)NC6=CC=CC(=C6)CCS(=O)(=O)N
UNC10224990A,44529053,LINCS,C1=CC(=CC(=C1)S(=O)(=O)C2=C(C=C(C=C2)NC3=NC=NC4=C3SC(=C4)Br)Cl)F.Cl
UNC10224991A,56673516,LINCS,CC(C)C1=NC(=C(S1)C2=NC(=NC=C2)NC3=CN=C(C=C3)N4CCOCC4)C5=C(C(=CC=C5)NS(=O)(=O)C6=C(C=CC=C6F)F)F
UNC10224992A,44526073,LINCS,CC1=C(C=C(C=C1)NC(=O)NC2=CC=CC=C2)C3=CC=C(C=C3)C(=O)NC4=CC=NC=C4
UNC10224993A,44526920,LINCS,CC1=CC(=NC(=N1)NC2=CC=C(C=C2)S(=O)(=O)N3CCOCC3)N4CC5=CC=CC=C5C4.Cl
UNC10224994A,51354036,LINCS,C[C@@H]1CO[C@@H](CN1C2=NC(=NC(=C2)C3=CC4=C(C=C3)C(=NN4)N)NC)C(=O)NC5CCCCC5
UNC10224995A,19879232,LINCS,CS(=O)(=O)C1=CC=C(C=C1)C2=C(N3CCCC3=N2)C4=CC=NC=C4
UNC10224997A,45269578,LINCS,CC1=NC(=CC=C1)C2=NC3=CC=CC=C3C(=N2)NC4=CC(=NC=C4)C
UNC10224998A,44525926,LINCS,CCCC1=CC=C(C=C1)S(=O)(=O)NC2CCN(C2)C3=NC(=NC=C3)NC4=CC=C(C=C4)F
UNC10224999A,44532538,LINCS,CC1=C(C=C(C=C1)NC2=NC(=NC=C2)NC3=CC4=C(CS(=O)(=O)C4)C=C3)O.Cl
UNC10225000A,66561010,LINCS,C1CN(C2=C1C=C(C=C2)C3=COC4=NC=NC(=C34)N)C(=O)CC5=C(C=CC(=C5)F)F
UNC10225001A,10287409,LINCS,CS(=O)(=O)C1=CC=CC=C1C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F
UNC10225002A,6539606,LINCS,C1CC1C(=O)NC2=NNC3=C2C=CC(=C3)C4=CC(=CC=C4)F
UNC10225004A,6539572,LINCS,COC1=CC=CC=C1C2=NC3=C(C=C2)C(=NN3)NC(=O)C4CC4
UNC10225005A,60150509,LINCS,CC1CN(CCO1)C2=CC(=O)N3C(=N2)N(C(=N3)C)CC4=C(C(=CC=C4)C(F)(F)F)C
UNC10225007A,44532200,LINCS,C1=CC=NC(=C1)C2=CC3=NC=CC(=C3C=C2)NC4=CC5=C(C=C4)NN=C5.Cl
UNC10225008A,10086873,LINCS,CC1=NC(=CC=C1)C2=NC3=CC=CC=C3C(=C2)NC4=CC=NC=C4
UNC10225009A,44578630,LINCS,CC1=C(C=C(C=C1)NC(=O)C2=CC(=NC=C2)N3CCN(CC3)C)C4=CC=C(C=C4)C(=O)NCC5CC5
UNC10225010A,44525940,LINCS,CC(C1=CC=C(C=C1)Cl)C(=O)NC2CCN(C2)C3=NC(=NC=C3)NC4=CC=C(C=C4)OC
UNC10225011A,25121268,LINCS,C1COCCN1S(=O)(=O)C2=C(N=CC(=C2)C3=CC4=C(C=CN=C4C=C3)C5=CC=NC=C5)N
UNC10225013A,44532196,LINCS,CC1=CC=C(C=C1)C(=O)NC2=C(C=C(C=C2)NC3=C4C=C(C(=CC4=NC=C3)OC)OC)O.Cl
UNC10225014A,6539455,LINCS,C1=CC=C(C=C1)NC2=C(C(=O)NC2=O)C3=CC=C(C=C3)Cl
UNC10225015A,11427162,LINCS,C1CNCCC1C2=CNC3=C2C=C(C=C3C(=O)N)C4=CC=CC=C4
UNC10225018A,46215816,LINCS,C[C@@H]1CC[C@@H](CN1C2=NC(=NC(=C2)C3=CC4=C(C=C3)C(=NN4)N)NC)C(=O)NC5=CC=CC=C5
UNC10225019A,44526071,LINCS,CC1=C(C=C(C=C1)NC(=O)NC2=CC(=CC=C2)Cl)C3=CC=C(C=C3)C(=O)NC4=CC=NC=C4
UNC10225020A,20825615,LINCS,C1=CC=C(C=C1)C2=CN=C3N2N=CC=N3
UNC10225021A,57394915,LINCS,CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)N3CCCCC3)C4=CC=C(C=C4)C(=O)NCC5CC5
UNC10225022A,44525924,LINCS,CC(C1=CC=C(C=C1)Cl)C(=O)NC2CCN(C2)C3=NC(=NC=C3)NC4=CC=C(C=C4)F
UNC10225023A,23648890,LINCS,C1=CC(=CC=C1C2=C3C=CNC3=NC=C2)S(=O)(=O)NCCN
UNC10225023A,23648890,LINCS,C1=CC(=CC=C1C2=C3C=CNC3=NC=C2)S(=O)(=O)NCCN
UNC10225023A,23648890,LINCS,C1=CC(=CC=C1C2=C3C=CNC3=NC=C2)S(=O)(=O)NCCN
UNC10225023A,23648890,LINCS,C1=CC(=CC=C1C2=C3C=CNC3=NC=C2)S(=O)(=O)NCCN
UNC10225023A,23648890,LINCS,C1=CC(=CC=C1C2=C3C=CNC3=NC=C2)S(=O)(=O)NCCN
UNC10225023A,23648890,LINCS,C1=CC(=CC=C1C2=C3C=CNC3=NC=C2)S(=O)(=O)NCCN
UNC10225023A,23648890,LINCS,C1=CC(=CC=C1C2=C3C=CNC3=NC=C2)S(=O)(=O)NCCN
UNC10225023A,23648890,LINCS,C1=CC(=CC=C1C2=C3C=CNC3=NC=C2)S(=O)(=O)NCCN
UNC10225023B,23648890,LINCS,C1=CC(=CC=C1C2=C3C=CNC3=NC=C2)S(=O)(=O)NCCN
UNC10225023B,23648890,LINCS,C1=CC(=CC=C1C2=C3C=CNC3=NC=C2)S(=O)(=O)NCCN
UNC10225023B,23648890,LINCS,C1=CC(=CC=C1C2=C3C=CNC3=NC=C2)S(=O)(=O)NCCN
UNC10225023B,23648890,LINCS,C1=CC(=CC=C1C2=C3C=CNC3=NC=C2)S(=O)(=O)NCCN
UNC10225023B,23648890,LINCS,C1=CC(=CC=C1C2=C3C=CNC3=NC=C2)S(=O)(=O)NCCN
UNC10225023B,23648890,LINCS,C1=CC(=CC=C1C2=C3C=CNC3=NC=C2)S(=O)(=O)NCCN
UNC10225023B,23648890,LINCS,C1=CC(=CC=C1C2=C3C=CNC3=NC=C2)S(=O)(=O)NCCN
UNC10225023B,23648890,LINCS,C1=CC(=CC=C1C2=C3C=CNC3=NC=C2)S(=O)(=O)NCCN
UNC10225024A,57396626,LINCS,C1COCCN1C2=CC(=O)N3C=CN(C3=N2)CC4=CC(=CC=C4)C(F)(F)F
UNC10225025A,10639924,LINCS,COC1=CC=CC(=C1)C2=C(NC(=N2)C3=CC=CC=C3)C4=CC=NC=C4
UNC10225026A,135435010,LINCS,C1CC1C(=O)NC2=NNC3=C2C=CC(=N3)C4=CC=CC=C4O
UNC10225028A,44527361,LINCS,CC1=CC=C(S1)C2=NC3=CC=CC=C3C(=N2)NC4=CC=NC=C4
UNC10225029A,9817349,LINCS,CC1=CC(=CC=C1)NC2=NC(=NC=C2C(=O)N)NCCN
UNC10225030A,51356852,LINCS,CC(C)C1=NC(=NC(=C1)C2=CC3=C(C=C2)C(=NN3)N)N
UNC10225031A,9865518,LINCS,CNC1=NC=CC(=N1)C2=C(N=CN2CCCN3CCOCC3)C4=CC=C(C=C4)F
UNC10225032A,44525957,LINCS,COC1=CC(=CC(=C1OC)OC)NC2=NC=CC(=N2)N3CCC(C3)NC(=O)NC4=CC5=C(C=C4)OCO5
UNC10225033A,44525958,LINCS,COC1=CC(=CC(=C1OC)OC)NC2=NC=CC(=N2)N3CCC(C3)NC(=O)NC4=CC=CC(=C4)C(=O)OC
UNC10225034A,44525921,LINCS,C1CN(CC1NC(=O)C2=CC=CC(=C2)C#N)C3=NC(=NC=C3)NC4=CC=C(C=C4)F
UNC10225035A,22112846,LINCS,CN1C=NC=C1C2=NC=C3C(=C2)C(=NC=N3)NC4=CC=C(C=C4)OCC5=CC=CC=C5
UNC10225036A,44578709,LINCS,CC1=C(C=C(C=C1)NC(=O)C2=CC(=NC=C2)N3CCCCC3)C4=CC=C(C=C4)C(=O)NCC5CC5
UNC10225037A,6539398,LINCS,C1COC2=C(O1)C=CC(=C2)NC3=NC=CC(=N3)C4=C5C=CC(=NN5N=C4)C6=CC=CC=C6
UNC10225038A,6539501,LINCS,COC1=CC=CC(=C1)C2=C(C(=O)NC2=O)NC3=CC(=C(C=C3)Cl)C(=O)O
UNC10225039A,53469449,LINCS,CN1C=C(C2=C(N=CN=C21)N)C3=CC4=C(C=C3)N(CC4)C(=O)CC5=CC(=CC=C5)Cl
UNC10225040A,44532671,LINCS,C1=CC(=CC(=C1)NC2=NC=CC(=N2)NC3=CC(=C(C=C3)OC4=C(C=CC=C4Cl)Cl)Cl)C(=O)N.Cl
UNC10225042A,44527657,LINCS,CC1=NC(=CC=C1)C2=NC3=C(C=C(C=C3)OC)C(=N2)NC4=CC=NC=C4
UNC10225043A,6539467,LINCS,COC1=CC=CC=C1C2=C(C(=O)NC2=O)NC3=CC(=CC=C3)O
UNC10225044A,45272980,LINCS,CC1=NC(=CC=C1)C2=NC3=CC=CC=C3C(=N2)NC4=CC=CC(=C4)C(=O)N
UNC10225045A,135925087,LINCS,CC1=CC(=CC(=C1O)C)C2=NC(=NC=C2)NC3=CC=CC(=C3)C#N
UNC10225046A,44578613,LINCS,COC1=C(C=C(C=C1)NC(=O)C2=COC=C2)C3=CC=C(C=C3)C(=O)NCC4CC4
UNC10225047A,25107963,LINCS,CCN1C2=C(C(=NC=C2OCCCN)C3=CC=CC=C3)N=C1C4=NON=C4N.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O
UNC10225048A,44532720,LINCS,C1=CC=C2C(=C1)C(=CC=N2)NC3=C(NN=C3)C4=CC=CC=N4
UNC10225049A,44532316,LINCS,COC1=CC(=CC(=C1OC)OC)NC2=C3C=CC(=CC3=NC=C2)C4=CC=NC=C4.Cl
UNC10225050A,6539613,LINCS,C1CCC(C1)C(=O)NC2=NNC3=NC(=C(C=C32)Br)C4=NC=CS4
UNC10225052A,44525953,LINCS,COC1=CC(=CC(=C1OC)OC)NC2=NC=CC(=N2)N3CCC(C3)NC(=O)C4COC5=CC=CC=C5O4
UNC10225054A,44532478,LINCS,C1COCCN1CCNCC2=CC=C(O2)C3=CC4=NC=CC(=C4C=C3)NC5=CC=C(C=C5)OC6=CC=CC=N6
UNC10225056A,44525486,LINCS,COC1=CC=C(C=C1)NC2=NC=CC(=N2)C3=CC(=CC=C3)NC(=O)C4=CC5=C(N4)C=CC(=C5)F
UNC10225057A,9945516,LINCS,C1=CC=NC(=C1)C2=C(C=NN2)C3=CC(=NC=C3)C4=CC=C(C=C4)Cl
UNC10225058A,11133737,LINCS,C1CN(CCC1N2C=NC(=C2C3=NC(=NC=C3)N)C4=CC=C(C=C4)F)CC5=CC=CC=C5
UNC10225060A,6539533,LINCS,CC(=O)NC1=C2C=C(C=NC2=NN1)C3=CC=CC=C3
UNC10225061A,6539494,LINCS,COC1=CC=CC(=C1)C2=C(C(=O)NC2=O)NC3=CC=CC(=C3)C(=O)O
UNC10225063A,6539498,LINCS,C1=CC=C(C=C1)C2=C(C(=O)NC2=O)NC3=CC(=C(C=C3)Cl)C(=O)O
UNC10225065A,6539465,LINCS,C1=CC=C(C=C1)C2=C(C(=O)NC2=O)NC3=CC(=CC=C3)O
UNC10225066A,44525974,LINCS,C1=CC=C2C(=C1)C=C(S2)C(=O)NCCNC3=NC(=NC=C3)NCC4=CC=C(C=C4)F
UNC10225068A,56670156,LINCS,CC(C)C1=NC(=C(S1)C2=NC(=NC=C2)NC3=CC4=C(CCN(C4)C)C=C3)C5=CC(=CC=C5)NS(=O)(=O)C6=CC=CC=C6
UNC10225069A,25263108,LINCS,COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C(=O)N)OCC4=CC=NC=C4)OC
UNC10225070A,53317178,LINCS,C1=CC(=NC(=C1)N)C2=CC3=C(C=C2)C(=NN3)N
UNC10225071A,66561090,LINCS,CN1C=C(C2=C(N=CN=C21)N)C3=CC4=C(C=C3)N(CC4)C(=O)CC5=C(C(=CC(=C5)F)F)F
UNC10225072A,11529890,LINCS,C1=CC=NC(=C1)C2=C(C=NN2)C3=CC(=NC=C3)C4=CC=C(C=C4)C#N
UNC10225073A,6539426,LINCS,C1=CC2=C(C(=NN2N=C1)C3=CC=C(C=C3)Cl)C4=NC(=NC=C4)NC5=CC(=C(C=C5)F)F
UNC10225074A,44532552,LINCS,CC1=C(C=C(C=C1)NC2=NC(=NC=C2)NC3=CC(=C(C=C3)C)F)O.Cl
UNC10225075A,51356855,LINCS,CN(C)C1=NC(=NC(=C1)C2=CC3=C(C=C2)C(=NN3)N)N
UNC10225076A,44529278,LINCS,CC1=C(C(=C(C=C1)F)C(=O)NC2=CC=CC(=C2)C3=NN4C=CC=CC4=C3C5=NC(=NC=C5)NC6=CC(=CC=C6)F)F
UNC10225079A,44532690,LINCS,C1COCCN1CCNCC2=NC=C(S2)C3=CC4=NC=C(C(=C4C=C3)NC5=CC=C(C=C5)OC6=CC=CC=C6)C#N
UNC10225080A,44525951,LINCS,CC(C1=CC=C(C=C1)Cl)C(=O)NC2CCN(C2)C3=NC(=NC=C3)NC4=CC(=C(C(=C4)OC)OC)OC
UNC10225081A,44529262,LINCS,C1=CC2=C(C(=NN2C=C1)C3=CC(=CC=C3)NC(=O)C4=C(C=CC(=C4Cl)F)F)C5=NC(=NC=C5)NC6=CC(=CC=C6)F
UNC10225082A,5329826,LINCS,CN(C1=CC=C(C=C1)NC(=O)NC2=C(C=CC(=C2)C(F)(F)F)F)C3=NC(=NC=C3)NC4=CC=C(C=C4)S(=O)(=O)N
UNC10225083A,51357138,LINCS,C[C@@H]1CCCCN1C2=NC(=NC(=C2)C3=CC4=C(C=C3)C(=NN4)N)N
UNC10225084A,135545443,LINCS,CC1=C2C=NC(=NN2C(=N1)C3=CC4=CC=CC=C4N3)NC5=CC(=C(C(=C5)OC)OC)OC
UNC10225086A,44525965,LINCS,C1=CC=C2C(=C1)C=C(S2)C(=O)NCCNC3=NC(=NC=C3)NC4=CC=C(C=C4)F
UNC10225087A,6539512,LINCS,CN(C1=CC=CC=C1)C2=C(C(=O)NC2=O)C3=CC=CC=C3
UNC10225088A,44525922,LINCS,CC(=O)C1=CC(=CC=C1)NC(=O)NC2CCN(C2)C3=NC(=NC=C3)NC4=CC=C(C=C4)F
UNC10225089A,46927672,LINCS,CC(C)C1=NC(=C(S1)C2=NC(=NC=C2)NC3=CN=C(C=C3)N4CCOCC4)C5=CC(=C(C=C5)F)NS(=O)(=O)C6=C(C=CC=C6F)F
UNC10225090A,6539475,LINCS,C1=CC(=CC=C1C2=C(C(=O)NC2=O)NC3=CC=C(C=C3)O)Cl
UNC10225091A,44532554,LINCS,CS(=O)(=O)CCNCC1=NC(=CS1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl.Cl
UNC10225092A,6539458,LINCS,C1=CC=C(C(=C1)C2=C(C(=O)NC2=O)NC3=CC(=CC=C3)Cl)Cl
UNC10225093A,44525942,LINCS,COC1=CC=C(C=C1)NC2=NC=CC(=N2)N3CCC(C3)NC(=O)C4=CC5=CC=CC=C5S4
UNC10225094A,44532477,LINCS,C1CCN(CC1)CC2=CC=C(O2)C3=CC4=NC=CC(=C4C=C3)NC5=CC=C(C=C5)OC6=CC=CC=N6
UNC10225095A,44397393,LINCS,CCN1C2=C(C=NC=C2)N=C1C3=C(ON=C3N)C
UNC10225096A,44532737,LINCS,C1=CC=C(C=C1)CC2=NC3=C(N2)C=C(C=C3)NC4=NC=NC=C4/C=C/C5=CC=C(C=C5)C(F)(F)F
UNC10225097A,9901062,LINCS,CC1=CC=CC2=C(C(=NN12)C3=CC=C(C=C3)F)C4=NC=NC=C4
UNC10225098A,44525967,LINCS,COC1=CC=CC(=C1)NC(=O)NCCNC2=NC(=NC=C2)NC3=CC=C(C=C3)F
UNC10225099A,44532261,LINCS,CC1=C(C=CC=C1O)NC2=C3C=C(C=CC3=NC=C2)C(F)(F)F.Cl
UNC10225100A,44525964,LINCS,COC(=O)C1=CC(=CC=C1)NC(=O)NC2CCN(CC2)C3=NC(=NC=C3)NCC4=CC=C(C=C4)F
UNC10225101A,44571415,LINCS,C1=CC(=CC(=C1)F)COC2=C(C=C(C=C2)NC3=C4C=C(SC4=NC=N3)C5=CC=CN5)Cl
UNC10225103A,51356856,LINCS,C1CCN(C1)C2=NC(=NC(=C2)C3=CC4=C(C=C3)C(=NN4)N)N
UNC10225104A,44525935,LINCS,COC1=CC=C(C=C1)CNC(=O)NC2CCN(C2)C3=NC(=NC=C3)NC4=CC=C(C=C4)OC
UNC10225105A,44525954,LINCS,CC1=CC(=C(C=C1)C)NC(=O)NC2CCN(C2)C3=NC(=NC=C3)NC4=CC(=C(C(=C4)OC)OC)OC
UNC10225106A,44532446,LINCS,C1COCCN1CC2=CC=C(O2)C3=CC4=NC=CC(=C4C=C3)NC5=C(C=C(C=C5)Cl)F
UNC10225107A,134158116,LINCS,C1=CC(=CC=C1C2=CSC3=NC=NC(=C23)N)NC(=O)CC4=C(C=CC(=C4)F)F.C(=O)(C(F)(F)F)O
UNC10225109A,44532526,LINCS,COC1=CC(=CC(=C1OC)OC)NC2=C3C=C(C=CC3=NC=C2)C(F)(F)F
UNC10225110A,44525930,LINCS,COC1=CC=CC(=C1)NC(=O)NC2CCN(C2)C3=NC(=NC=C3)NC4=CC=C(C=C4)F
UNC10225111A,44525949,LINCS,CC(=O)C1=CC(=CC=C1)NC(=O)NC2CCN(C2)C3=NC(=NC=C3)NC4=CC(=C(C(=C4)OC)OC)OC
UNC10225112A,44525920,LINCS,COC1=CC=C(C=C1)CNC(=O)NC2CCN(C2)C3=NC(=NC=C3)NC4=CC=C(C=C4)F
UNC10225113A,44525941,LINCS,CCCC1=CC=C(C=C1)S(=O)(=O)NC2CCN(C2)C3=NC(=NC=C3)NC4=CC=C(C=C4)OC
UNC10225114A,136109070,LINCS,CCN1C2=C(C=NC=C2)N=C1C3=CC=CNC3=O
UNC10225116A,9879605,LINCS,C1=CN2C(=C(C(=N2)C3=CC=C(C=C3)F)C4=CC=NC=C4)C(=C1)F
UNC10225117A,44526983,LINCS,C1CCN(CC1)S(=O)(=O)C2=C(N=CC(=C2)C3=CC4=C(C=CN=C4C=C3)C5=CC=NC=C5)N
UNC10225118A,9903786,LINCS,C1=CC(=CC=C1C2=CC(=C(S2)NC(=O)N)C(=O)N)F
UNC10225119A,53466728,LINCS,C1CN(C2=C1C=C(C=C2)C3=CSC4=C3C(=NC=C4)N)C(=O)CC5=CC=CC=C5
UNC10225121A,6539477,LINCS,COC1=CC=CC=C1C2=C(C(=O)NC2=O)NC3=CC(=C(C=C3)O)Cl
UNC10225122A,9880709,LINCS,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC(=CC=C3)Cl)NC4=CC=NC=C4
UNC10225123A,69689,LINCS,CN1C=NC2=C(N=CN=C21)N
UNC10225124A,44525962,LINCS,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2CCN(CC2)C3=NC(=NC=C3)NC4=CC(=C(C(=C4)OC)OC)OC
UNC10225125A,9836405,LINCS,CC1=CC=C(C=C1)C2=NC=CC(=C2)C3=C(NN=C3)C4=CC=CC=N4
UNC10225126A,10358578,LINCS,CC1=CSC(=N1)C2=NC3=CC=CC=C3C(=N2)NC4=CC=NC=C4
UNC10225127A,25263079,LINCS,COC1=CC=C(C=C1)COC2=C(SC(=C2)N3C=NC4=CC=CC=C43)C(=O)N
UNC10225128B,44533820,LINCS,C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC(=C(C=C4)Cl)O.Cl
UNC10225129A,44525963,LINCS,C1CN(CCC1NC(=O)NC2=CC3=C(C=C2)OCO3)C4=NC(=NC=C4)NCC5=CC=C(C=C5)F
UNC10225130B,44532475,LINCS,C1CN(CCN1)CC2=CC=C(O2)C3=CC4=NC=CC(=C4C=C3)NC5=CC=C(C=C5)OC6=CC=CC=N6.Cl
UNC10225131A,57403577,LINCS,C1COCCN1C2=CC(=O)N3C=CN(C3=N2)CC4=CC(=CC=C4)Cl
UNC10225132A,15407403,LINCS,CCOC(=O)N1CCC(CC1)N2C=NC(=C2C3=NC(=NC=C3)N)C4=CC=C(C=C4)F
UNC10225133A,11429863,LINCS,CCS(=O)(=O)C1=CC(=C(C=C1)OC)NC2=NC=C(O2)C3=CC=C(C=C3)F.Cl
UNC10225134A,44525936,LINCS,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2CCN(C2)C3=NC(=NC=C3)NC4=CC=C(C=C4)OC
UNC10225135A,44525952,LINCS,COC1=CC(=CC(=C1OC)OC)NC2=NC=CC(=N2)N3CCC(C3)NC(=O)C4=CC5=CC=CC=C5S4
UNC10225136A,57403578,LINCS,C1COCCN1C2=CC(=O)N3C4=CC=CC=C4N(C3=N2)CC5=C(C(=CC=C5)Cl)Cl
UNC10225137A,6539519,LINCS,C1CN(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CC(=CC=C4)Cl
UNC10225138A,6539416,LINCS,C1=CC(=CC(=C1)NC2=NC=CC(=N2)C3=C4C=CC=NN4N=C3C5=CC=C(C=C5)C(F)(F)F)C(F)(F)F
UNC10225139A,44532869,LINCS,CN(C1=CC=C(C=C1)NC(=O)NC2=CC(=CC=C2)Cl)C3=NC(=NC=C3)N.Cl
UNC10225140A,6539591,LINCS,C1CCC(C1)C(=O)NC2=NNC3=NC(=C(C=C32)Br)C4=CC=CS4
UNC10225141A,44532377,LINCS,CN1C=CC(=N1)C2=CC(=CC=C2)NC3=C4C=CC(=CC4=NC=C3)C5=NC=CS5.Cl
UNC10225143A,51354901,LINCS,C[C@H]1CC[C@H](CN1C2=NC(=NC(=C2)C3=CC4=C(C=C3)C(=NN4)N)N)C(=O)NC5=CC=CC=C5
UNC10225144A,135435008,LINCS,C1CC1C(=O)NC2=NNC3=C2C=CC(=N3)C4=CC=C(C=C4)O
UNC10225145A,44527950,LINCS,C1CN(CCN1)CC2=CC(=CC=C2)C3=NC(=NC=C3)NCCC4=CC=C(C=C4)C#N.Cl.Cl.Cl
UNC10225146A,11514099,LINCS,C1=CC(=CC(=C1)N)C2=CC3=C(C=C2)C(=NN3)N
UNC10225147A,44525932,LINCS,COC1=CC=CC(=C1)CNC(=O)NC2CCN(C2)C3=NC(=NC=C3)NC4=CC=C(C=C4)F
UNC10225148A,51354328,LINCS,CC(C)(C)OC(=O)NC1CCCN(C1)C2=NC(=NC(=C2)C3=CC4=C(C=C3)C(=NN4)N)N
UNC10225149A,99545,LINCS,C1=CC=C(C=C1)C2=NC3=NC(=NC(=C3N2)N)N
UNC10225150A,6539507,LINCS,COC1=CC=CC(=C1)C2=C(C(=O)NC2=O)NC3=CC=C(C=C3)SC
