drug_name,cid,origin,smiles
UNC10225360A,5329481,LINCS,C1=CC=C(C=C1)COC2=CC=C(C=C2)NC3=NC=NC4=C3C=C(C=C4)O
UNC10225361A,44532978,LINCS,CC(C)(C)C1=CC2=C(C=CN=C2C=C1)NC3=CC(=CC=C3)O
UNC10225362A,253268,LINCS,CC(C)(C)N1C=NC2=C(N=CN=C21)N
UNC10225363A,44525971,LINCS,COC1=CC=C(C=C1)NC2=NC=CC(=N2)NCCNC(=O)C3=CC4=CC=CC=C4S3
UNC10225364A,44532331,LINCS,CC1=CC(=NC(=N1)NCC2=CC=C(C=C2)C(F)(F)F)NCC(C3=CC=CC=C3)C4=CC=CC=C4
UNC10225367A,44305551,LINCS,CC(C)(C)C1=CC=C(C=C1)N2C=NC3=C(N=CN=C32)N
UNC10225369A,53469824,LINCS,C1CN(C2=C1C=C(C=C2)C3=CSC4=C3C(=NC=C4C5=CN=CC=C5)N)C(=O)CC6=CC=CC=C6
UNC10225370A,44305879,LINCS,CCN1C=NC2=C(N=CN=C21)NCC3=CC=CC=C3
UNC10225372A,25190914,LINCS,COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C(=O)N)OCC4CCCO4)OC
UNC10225373A,6539481,LINCS,C1=CC=C(C=C1)C2=C(C(=O)NC2=O)NC3=CC(=C(C(=C3)Cl)O)Cl
UNC10225374A,51356853,LINCS,CNC1=NC(=NC(=C1)C2=CC3=C(C=C2)C(=NN3)N)N
UNC10225375A,44525938,LINCS,CC(=O)C1=CC(=CC=C1)NC(=O)NC2CCN(C2)C3=NC(=NC=C3)NC4=CC=C(C=C4)OC
UNC10225376A,10186009,LINCS,CN1CCN(CC1)CCCNC2=NC=CC(=N2)C3=C4C=CC(=CN4N=C3C5=CC=C(C=C5)F)C(F)(F)F
UNC10225377A,15872399,LINCS,C1CNCCC1N2C=NC(=C2C3=NC(=NC=C3)OC4=CC=C(C=C4)C5=CC=CC=C5)C6=CC=C(C=C6)F
UNC10225378A,67718922,LINCS,C1=CC=C(C=C1)CN2C=NC3=C2C=CC(=C3)NC4=NC=NC5=CC=CC=C54.Cl
UNC10225379A,44532997,LINCS,C1=CC(=CC(=C1)S(=O)(=O)N)C2=CC3=C(C=CN=C3C=C2)C4=CC(=CC=C4)S(=O)(=O)N
UNC10225381A,51356289,LINCS,CNC1=NC=CC(=N1)C2=CC3=C(C=C2)C(=NN3)N
UNC10225382A,11793277,LINCS,C1COCCN1CCCN2C=NC(=C2C3=CC=CC=N3)C4=CC=C(C=C4)F
UNC10225384A,6539579,LINCS,C1CC1C(=O)NC2=NNC3=NC(=C(C=C32)Cl)C4=CC=CC=C4
UNC10225386A,10028480,LINCS,COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C(=O)N)OCC4=C(C=NC=C4)Br)OC
UNC10225387B,44532118,LINCS,CC1=CC(=CN=C1N)C2=CC3=C(C[C@@H](CC3)N[C@@H](C)C4=CC=CC=C4)C=C2.Cl
UNC10225388A,44526074,LINCS,CC1=C(C=C(C=C1)NC(=O)NC2=CC=C(C=C2)Cl)C3=CC=C(C=C3)C(=O)NC4=CC=NC=C4
UNC10225389A,44305647,LINCS,CCCCCC1=NC2=C(N=CN=C2N1CCCCC)N
UNC10225390A,44532212,LINCS,CC(=O)NC1=CC=C(C=C1)COC2=CC=C(C=C2)NC3=C4C=CC(=CC4=NC=C3)C5=CC=CC=N5.Cl
UNC10225391A,44525947,LINCS,COC1=CC=C(C=C1)CNC(=O)NC2CCN(C2)C3=NC(=NC=C3)NC4=CC(=C(C(=C4)OC)OC)OC
UNC10225392A,6539569,LINCS,C1CC1C(=O)NC2=NNC3=C2C=CC(=N3)C4=CC(=CC=C4)O
UNC10225393A,25108028,LINCS,CCN1C2=C(C(=NC=C2OCCCCN)C#CC(C)(C)O)N=C1C3=NON=C3N.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O
UNC10225396A,44397192,LINCS,CCN1C2=C(C=NC=C2N=C1C3=NON=C3N)Br
UNC10225397A,44525950,LINCS,CC(=O)NC1=CC=CC(=C1)C(=O)NC2CCN(C2)C3=NC(=NC=C3)NC4=CC(=C(C(=C4)OC)OC)OC
UNC10225398A,44526078,LINCS,CC1=C(C=C(C=C1)NC(=O)NC2=CC=CC=C2F)C3=CC=C(C=C3)C(=O)NC4=CC=NC=C4
UNC10225399A,44532649,LINCS,C1=CC=C(C=C1)OC2=CC=C(C=C2)NC3=NC(=NC=C3)NC4=CC=C(C=C4)CC#N.Cl
UNC10225400A,44526685,LINCS,C1COCCN1C2=CN=C3C=CC(=CC3=N2)C4=CC(=CC=C4)S(=O)(=O)N
UNC10225401A,6539492,LINCS,C1=CC=C(C(=C1)C2=C(C(=O)NC2=O)NC3=CC=CC(=C3)C(=O)O)Cl
UNC10225402A,44532773,LINCS,CC1=C(C=C(C=C1)OC)NC2=NC(=NC=C2)NC3=CC=C(C=C3)C4=CN=CN4.Cl
UNC10225403A,134158101,LINCS,C[C@@H]1CN(CCO1)C2=CC(=O)N3C(=N2)N(C(=N3)C)CC4=C(C(=CC=C4)C(F)(F)F)C
UNC10225404A,21078798,LINCS,CC1=C(C=C(C=C1)C2=NN=C(O2)C)C3=CC=C(C=C3)C(=O)NCC4CC4
UNC10225405A,46215814,LINCS,C1=CC2=C(C=C1C3=NC(=NC=C3)N)NN=C2N
UNC10225406A,6539524,LINCS,CN1C(=O)C(=C(C1=O)NC2=CC(=C(C=C2)Cl)C(=O)O)C3=CC=C(C=C3)Cl
UNC10225407A,44397011,LINCS,CCN1C2=C(C=NC=C2)N=C1C3=CC=CC=C3
UNC10225410A,44305594,LINCS,C1=CC=C2C(=C1)C=CC=C2N3C=NC4=C(N=CN=C43)N
UNC10225411A,6539529,LINCS,C1=CC=C(C=C1)C2=NC=C3C(=C2)C(=NN3)N
UNC10225413A,12081456,LINCS,COC1=CC=C(C=C1)N2C=NC3=C(N=CN=C32)N
UNC10225414A,10310395,LINCS,CC(C)OC1=NN2C(=C(C=N2)C3=NC(=NC=C3)NC4=CC=C(C=C4)N5CCN(CC5)C)C=C1
UNC10225415A,57345685,LINCS,CC1=CN2C(=O)C=C(N=C2N1CC3=C(C(=CC=C3)Cl)Cl)N4CCOCC4
UNC10225416A,49862783,LINCS,C[C@H](C1=CC=CC=C1Cl)OC2=C(SC(=C2)N3C=NC4=C3C=CC(=C4)C5=CN(N=C5)C)C(=O)N
UNC10225417A,70685442,LINCS,CC1=C(C=CC=C1C(F)(F)F)CN2C3=NC(=CC(=O)N3N=C2SC)N4CCOCC4
UNC10225417A,70685442,LINCS,CC1=C(C=CC=C1C(F)(F)F)CN2C3=NC(=CC(=O)N3N=C2SC)N4CCOCC4
UNC10225417A,70685442,LINCS,CC1=C(C=CC=C1C(F)(F)F)CN2C3=NC(=CC(=O)N3N=C2SC)N4CCOCC4
UNC10225417A,70685442,LINCS,CC1=C(C=CC=C1C(F)(F)F)CN2C3=NC(=CC(=O)N3N=C2SC)N4CCOCC4
UNC10225417A,70685442,LINCS,CC1=C(C=CC=C1C(F)(F)F)CN2C3=NC(=CC(=O)N3N=C2SC)N4CCOCC4
UNC10225417A,70685442,LINCS,CC1=C(C=CC=C1C(F)(F)F)CN2C3=NC(=CC(=O)N3N=C2SC)N4CCOCC4
UNC10225417A,70685442,LINCS,CC1=C(C=CC=C1C(F)(F)F)CN2C3=NC(=CC(=O)N3N=C2SC)N4CCOCC4
UNC10225417A,70685442,LINCS,CC1=C(C=CC=C1C(F)(F)F)CN2C3=NC(=CC(=O)N3N=C2SC)N4CCOCC4
UNC10225418A,667570,LINCS,C1=CC(=CC=C1C2=C(NC=N2)C3=CC=NC=C3)F
UNC10225419A,6539609,LINCS,C1CC1C(=O)NC2=NNC3=C2C=CC(=C3)C4=CC=CO4
UNC10225421A,10158539,LINCS,C1COCCN1C(=O)C2=CC=C(C=C2)C3=NC=CC(=C3)C4=C(NN=C4)C5=CC=CC=N5
UNC10225422A,44532152,LINCS,C1=CC=C(C(=C1)COC2=C(C=C(C=C2)NC3=NC=NC4=C3C=C(C=C4)C5=NN=C(O5)C(F)(F)F)Cl)F.Cl
UNC10225424A,44525943,LINCS,CC1=CC(=C(C=C1)C)NC(=O)NC2CCN(C2)C3=NC(=NC=C3)NC4=CC=C(C=C4)OC
UNC10225425A,10621826,LINCS,C1COCCN1CCCN2C=NC(=C2C3=CC=NC=C3)C4=CC=C(C=C4)C(F)(F)F
UNC10225427A,44591552,LINCS,CS(=O)(=O)NC1=CC=C(C=C1)C2=C3C=CNC3=NC=C2
UNC10225428A,44532480,LINCS,CN(C)CC1=CC=C(O1)C2=CC3=NC=CC(=C3C=C2)NC4=CC=C(C=C4)OC5=CC=CC=N5
UNC10225429A,11197671,LINCS,C1=CC=C2C(=C1)C(=CC=N2)C3=C(N=C(S3)N)C4=NC=CS4
UNC10225431A,838889,LINCS,COC1=CC=C(C=C1)C2=C(OC3=NC=NC(=C23)N)C4=CC=C(C=C4)OC
UNC10225432A,135925145,LINCS,CC1=CC=C(C=C1)C(=O)NC2=C(C=C(C=C2)NC3=C4C=CC(=CC4=NC=C3)C5=NC=CS5)O.Cl
UNC10225433A,44529114,LINCS,COC1=CC(=CC(=C1OC)OC)NC2=NC=CC(=N2)C3=C4C=CC=NN4N=C3C5=CC(=CC=C5)NC(=O)C6=C(C=CC=C6F)F
UNC10225435A,70691776,LINCS,CSC1=NN2C(=O)C=C(N=C2N1CC3=C(C(=CC=C3)Cl)Cl)N4CCOCC4
UNC10225437A,9945696,LINCS,CSC1=CC=CC2=C(C(=NN21)C3=CC=C(C=C3)F)C4=NC=NC=C4
UNC10225438A,44532827,LINCS,CN1C2=C(C=C(C=C2)N(C)C3=NC(=NC=C3)NC4=CC=C(C=C4)CS(=O)(=O)C)N=C1NCC5=CC=CC=C5.Cl
UNC10225439A,57396625,LINCS,C1COCCN1C2=CC(=O)N3C=CN(C3=N2)CC4=CC=CC5=CC=CC=C54
UNC10225440A,44529067,LINCS,C1=CC(=CC(=C1)NC(=O)C2=C(C=CC=C2F)F)C3=NN4C(=C3C5=NC(=NC=C5)NC6=CN=CC=C6)C=CC=N4.Cl
UNC10225441A,44532433,LINCS,C1=CC(=C(C=C1NC2=C3C=CC(=CC3=NC=C2)I)O)F
UNC10225443A,15838857,LINCS,CN1CCC(CC1)N2C=NC(=C2C3=NC(=NC=C3)NC4CCNCC4)C5=CC=C(C=C5)F
UNC10225444A,44536188,LINCS,C1CCN(C1)CC2=CC=C(C=C2)C(=O)NC3=NNC4=NC(=C(C=C43)Br)C5=CC=CO5.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O
UNC10225445A,44526077,LINCS,CC1=C(C=C(C=C1)NC(=O)NC2=CC=C(C=C2)OC)C3=CC=C(C=C3)C(=O)NC4=CC=NC=C4
UNC10225448A,11558948,LINCS,COC1=CC=CC(=C1)C2=NC=CC(=C2)C3=C(NN=C3)C4=CC=CC=N4
UNC10225449A,11246488,LINCS,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Br)OC.Cl
UNC10225450A,25263100,LINCS,COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C(=O)N)OCCCC4=CC=CC=C4)OC
UNC10225451A,44528314,LINCS,C1CNC[C@@H]1NC2=NC3=C(C(=O)NC=C3)C(=N2)NC4=CC5=C(CCS5(=O)=O)C=C4.C(=O)(C(F)(F)F)O
UNC10225452A,23648887,LINCS,CN(C)CCNS(=O)(=O)C1=CC=C(C=C1)C2=C3C=CNC3=NC=C2
UNC10225453A,10151417,LINCS,CCCCC1=NN2C(=C1C3=NC(=NC=C3)NC4=CC=C(C=C4)N5CCN(CC5)C)C=CC=N2
UNC10225454A,44305908,LINCS,COC1=CC=CC(=C1)N2C=NC3=C(N=CN=C32)N
UNC10225455A,6539588,LINCS,C1CC1C(=O)NC2=NNC3=NC(=C(C=C32)Br)C4=CC=CS4
UNC10225456A,6539470,LINCS,COC1=CC=CC(=C1)C2=C(C(=O)NC2=O)NC3=CC(=CC=C3)O
UNC10225457A,44526922,LINCS,CN(C)S(=O)(=O)C1=C(N=CC(=C1)C2=CC3=C(C=CN=C3C=C2)C4=CC(=CC=C4)S(=O)(=O)N)N
UNC10225458A,44532712,LINCS,CC1=C2C=CC(=CC2=NN1)NC3=NC(=NC=C3)NC4=CC=CC(=C4)CN5CCOCC5
UNC10225459A,5311382,LINCS,CCN(CC)CCOC1=CC=C(C=C1)NC2=NC=C3C=C(C(=O)N(C3=N2)C)C4=C(C=CC=C4Cl)Cl
UNC10225462A,23648920,LINCS,C1CCN(C1)S(=O)(=O)C2=CC=C(C=C2)C3=C4C=CNC4=NC=C3
UNC10225464A,6539463,LINCS,C1=CC(=CC(=C1)Cl)NC2=C(C(=O)NC2=O)C3=CC=C(C=C3)Cl
UNC10225467A,44532314,LINCS,C1=CC(=CC(=C1)O)NC2=C3C=CC(=CC3=NC=C2)C4=CC=NC=C4.Cl
UNC10225468A,6539528,LINCS,C1=CC=C(C=C1)C2=CC3=C(NN=C3N=C2)N
UNC10225473A,11633551,LINCS,CN(C1CCOCC1)C(=O)C2=CC=C(C=C2)C3=NC=CC(=C3)C4=C(NN=C4)C5=CC=CC=N5
UNC10225474A,44397230,LINCS,CCN1C2=C(C=NC=C2)N=C1C3=COC=C3
UNC10225475A,10135552,LINCS,CC1=C(C=C(C=C1)C2=NN=C(O2)C)C3=CC=C(C=C3)C(=O)NC4=CC=C(C=C4)OC
UNC10225477A,45271244,LINCS,CC1=NC(=CC=C1)C2=NC3=CC=CC=C3C(=N2)NC4=CC5=C(C=C4)N=CS5
UNC10225478A,66561167,LINCS,CN1C=C(C2=C(N=CN=C21)N)C3=CC4=C(C=C3)N(CC4)C(=O)CC5=CC(=CC(=C5)F)C(F)(F)F
UNC10225479A,44532979,LINCS,CC1=C(C=C(C=C1)O)NC2=C3C=C(C=CC3=NC=C2)C(C)(C)C
UNC10225480A,45271243,LINCS,CC1=NC(=CC=C1)C2=NC3=CC=CC=C3C(=N2)NC4=CC5=C(C=C4)N(N=C5)C
UNC10225481A,56683489,LINCS,CC(C)C1=NC(=C(S1)C2=NC(=NC=C2)NC3=CN=C(C=C3)N4CCN(CC4)C(=O)C)C5=CC(=CC=C5)NS(=O)(=O)C6=CC(=CC=C6)Cl
UNC10225483A,44523342,LINCS,COC1=CC2=C(C=CN=C2C=C1OC)NC3=CC=C(C=C3)OC4=CC=CC=C4.Cl
UNC10225484A,44532531,LINCS,CN1CCN(CC1)CC2=CC(=CC=C2)C3=CC4=NC=CC(=C4C=C3)NC5=CC=C(C=C5)OC6=CC=CC=C6
UNC10225486A,129723,LINCS,CSC1=CC=C(C=C1)C2=C(N3CCCC3=N2)C4=CC=NC=C4
UNC10225488A,67636397,LINCS,C1=CC=C(C=C1)CN2C=CC3=C2C=CC(=C3)NC4=NC=NC5=CC=CC=C54.Cl
UNC10225489A,51357954,LINCS,C[C@@H]1CC[C@@H](CN1C2=NC(=NC(=C2)C3=CC4=C(C=C3)C(=NN4)N)N)C(=O)NC5CCCCC5
UNC10225490A,66561013,LINCS,CC1=CC=C(C=C1)CC(=O)N2CCC3=C2C=CC(=C3)C4=CN(C5=NC=NC(=C45)N)C
UNC10225491A,25263085,LINCS,CC1=CC=CC=C1COC2=C(SC(=C2)N3C=NC4=C3C=CC(=C4)Cl)C(=O)N
UNC10225492A,44525969,LINCS,C1OC2=C(O1)C=C(C=C2)NC(=O)NCCNC3=NC(=NC=C3)NC4=CC=C(C=C4)F
UNC10225494A,53467617,LINCS,C1CN(C2=C1C=C(C=C2)C3=CSC4=C3C(=NC=C4)N)C(=O)CC5=C(C=CC(=C5)F)F
UNC10225496A,25263102,LINCS,COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C(=O)N)OCC4CCCCC4)OC
UNC10225497A,22609863,LINCS,CN1C=NC=C1C2=CC3=C(C=C2)N=CN=C3NC4=CC=C(C=C4)OCC5=CC=CC=C5
UNC10225498A,44526758,LINCS,CN1CCN(CC1)C2=C(C=CC(=C2)NC3=NC=C(C(=N3)NC4=CC=CC=C4C(=O)N)C#N)OC.Cl
UNC10225499A,11716589,LINCS,CC1=CC(=CC=C1)C2=NC=CC(=C2)C3=C(NN=C3)C4=CC=CC=N4
UNC10225500A,53469634,LINCS,C1CN(C2=C1C=C(C=C2)C3=CSC4=C3C(=NC=C4C5=CNN=C5)N)C(=O)CC6=CC=CC=C6
UNC10225501A,11220119,LINCS,CC1=C(C=C(C=C1)C2=NN=C(O2)C)C3=CC=C(C=C3)C(=O)O
UNC10225502A,1491157,LINCS,C1=CC(=C(C(=C1)Cl)C(=O)C2=CNC(=C2)C(=O)NCC3=CC=CS3)Cl
UNC10225504A,44530989,LINCS,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC4=C(C=C3)N=C(N4)C5=CC=CC=C5)OC.Cl
UNC10243858A,3134,LINCS,CN(C)C1=NC=NC2=C1NC=N2
UNC10243859A,51357696,LINCS,C[C@@H]1CC[C@H](CN1C2=NC(=NC(=C2)C3=CC4=C(C=C3)C(=NN4)N)N)C(=O)NC5=CC=CC=C5
UNC10243861A,57391365,LINCS,CC1=C(C=CC=C1C(F)(F)F)CN2C=CN3C2=NC(=CC3=O)N4CCOCC4
UNC10243862A,221158,LINCS,CNC1=NC=NC2=C1C=NN2
UNC10243863A,309461,LINCS,C1=CC=C(C=C1)C2=NC3=NC=NC(=C3N2)N
UNC10243881A,70685442,LINCS,CC1=C(C=CC=C1C(F)(F)F)CN2C3=NC(=CC(=O)N3N=C2SC)N4CCOCC4
UNC10243881A,70685442,LINCS,CC1=C(C=CC=C1C(F)(F)F)CN2C3=NC(=CC(=O)N3N=C2SC)N4CCOCC4
UNC10243881A,70685442,LINCS,CC1=C(C=CC=C1C(F)(F)F)CN2C3=NC(=CC(=O)N3N=C2SC)N4CCOCC4
UNC10243881A,70685442,LINCS,CC1=C(C=CC=C1C(F)(F)F)CN2C3=NC(=CC(=O)N3N=C2SC)N4CCOCC4
UNC10243881A,70685442,LINCS,CC1=C(C=CC=C1C(F)(F)F)CN2C3=NC(=CC(=O)N3N=C2SC)N4CCOCC4
UNC10243881A,70685442,LINCS,CC1=C(C=CC=C1C(F)(F)F)CN2C3=NC(=CC(=O)N3N=C2SC)N4CCOCC4
UNC10243881A,70685442,LINCS,CC1=C(C=CC=C1C(F)(F)F)CN2C3=NC(=CC(=O)N3N=C2SC)N4CCOCC4
UNC10243881A,70685442,LINCS,CC1=C(C=CC=C1C(F)(F)F)CN2C3=NC(=CC(=O)N3N=C2SC)N4CCOCC4
UNC10244034A,11959683,LINCS,CCN1C2=CC(=NC(=C2N=C1C3=NON=C3N)C#CC(C)(C)O)OC[C@@H](C4=CC=CC=C4)N
AKI00000020a,68195404,LINCS,C1COCCN1C2=CC=C(C=C2)NC3=NC=C4C(=N3)N5C=CN=C5N(C4=O)C6=C(C=CC=C6Cl)Cl
AKI00000062a,49830468,LINCS,CN(C)CC(=O)NC1=NNC2=C1C=C(C=C2)C3=CN(N=N3)CC4=CC=CC=C4
BAY-309,155544007,LINCS,CC1=CC(=CC(=C1)N2C=CN3C2=CC(=N3)C4=CN=CC=C4)NC(=O)C5=CC(=CC=C5)S(F)(F)(F)(F)F
BAY-827,155543618,LINCS,CC1=C2C=C(C=CC2=NN1)[C@@H]3C(=C(NC(=C3C#N)C4=CC=C(C=C4)Cl)C)C#N
ERKi,145925680,LINCS,C[C@H](C1=CC=CC=C1)NC(=O)NC2=NC(=C3C=NNC3=C2)CO
ERKi-NC,155557179,LINCS,C[C@@H](C1=CC=CC=N1)NC(=O)NC2=NC(=C3C=NNC3=C2)CO
GSK2141795,51042438,LINCS,CN1C(=C(C=N1)Cl)C2=C(OC(=C2)C(=O)N[C@@H](CC3=CC(=C(C=C3)F)F)CN)Cl
GSK2141795,51042438,LINCS,CN1C(=C(C=N1)Cl)C2=C(OC(=C2)C(=O)N[C@@H](CC3=CC(=C(C=C3)F)F)CN)Cl
GSK2141795,75605138,LINCS,CN1C(=C(C=N1)Cl)C2=C(OC(=C2)C(=O)NC(CC3=CC(=C(C=C3)F)F)CN)Cl
ML-281,53377448,LINCS,CC(C)C1=CC(=C(C=C1)NC(=O)C2=CC=CS2)C3=NC4=CC=CC=C4NC3=O
MRL-SYKi-NC,155545891,LINCS,CC1=C(C=C(C=C1)C2=CN=C(S2)[C@]3(CC[C@@H](C(C3)(C)C)C(=O)O)O)NC4=CC=CC(=N4)C(F)(F)F
T3,5920,LINCS,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)C[C@@H](C(=O)O)N)I)I)O
TP-003,10001434,LINCS,CC(C)(C1=C(C2=NC=C(N2C=C1)C3=CC(=C(C=C3)F)C4=C(C=C(C=C4)F)C#N)F)O
TP-008,145925651,LINCS,CC1=CN=C(C=C1N2C3=C(C=NC=C3)N(C2=O)CC(=O)N)C4=C(C=CC(=C4)Cl)F
Abemaciclib,46220502,klaeger,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F
Abemaciclib,46220502,klaeger,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F
AC-480,10437018,klaeger,CC1=C2C(=NC=NN2C=C1NC(=O)OC[C@@H]3COCCN3)NC4=CC5=C(C=C4)N(N=C5)CC6=CC(=CC=C6)F
ACTB-1003,23653175,klaeger,COCC1=C(N2C(=C1C3=CC(=C(C=C3)NC(=O)NC4=C(C=CC(=C4)C(F)(F)F)F)F)C(=NC=N2)N)CN5CCOCC5
AEE-788,10297043,klaeger,CCN1CCN(CC1)CC2=CC=C(C=C2)C3=CC4=C(N3)N=CN=C4N[C@H](C)C5=CC=CC=C5
AEW-541,11476171,klaeger,C1CN(C1)CC2CC(C2)N3C=C(C4=C(N=CN=C43)N)C5=CC(=CC=C5)OCC6=CC=CC=C6
Afatinib,10184653,klaeger,CN(C)C/C=C/C(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)O[C@H]4CCOC4
Alectinib,49806720,klaeger,CCC1=CC2=C(C=C1N3CCC(CC3)N4CCOCC4)C(C5=C(C2=O)C6=C(N5)C=C(C=C6)C#N)(C)C
Alectinib,49806720,klaeger,CCC1=CC2=C(C=C1N3CCC(CC3)N4CCOCC4)C(C5=C(C2=O)C6=C(N5)C=C(C=C6)C#N)(C)C
Alisertib,24771867,klaeger,COC1=C(C(=CC=C1)F)C2=NCC3=CN=C(N=C3C4=C2C=C(C=C4)Cl)NC5=CC(=C(C=C5)C(=O)O)OC
Alvocidib,5287969,klaeger,CN1CC[C@@H]([C@@H](C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O
AMG-208,24864821,klaeger,COC1=CC2=NC=CC(=C2C=C1)OCC3=NN=C4N3N=C(C=C4)C5=CC=CC=C5
AMG-900,24856041,klaeger,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N
Amuvatinib,11282283,klaeger,C1CN(CCN1C2=NC=NC3=C2OC4=CC=CC=C43)C(=S)NCC5=CC6=C(C=C5)OCO6
Apatinib,11315474,klaeger,C1CCC(C1)(C#N)C2=CC=C(C=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4
Apatinib,45139106,klaeger,CS(=O)(=O)O.C1CCC(C1)(C#N)C2=CC=C(C=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4
Apatinib,131750276,klaeger,CSO.C=O.C=O.C1CCC(C1)(C#N)C2=CC=C(C=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4
Apitolisib,25254071,klaeger,CC1=C(SC2=C1N=C(N=C2N3CCOCC3)C4=CN=C(N=C4)N)CN5CCN(CC5)C(=O)[C@H](C)O
ARRY-380,42598643,klaeger,CC1=C(C=CC(=C1)NC2=NC=NC3=C2C=C(C=C3)C4=CC=C(O4)CNCCS(=O)(=O)C)OC5=CC6=NC=NN6C=C5
ASP-3026,25134326,klaeger,CC(C)S(=O)(=O)C1=CC=CC=C1NC2=NC(=NC=N2)NC3=C(C=C(C=C3)N4CCC(CC4)N5CCN(CC5)C)OC
AT-13148,24905401,klaeger,C1=CC(=CC=C1C2=CNN=C2)[C@@](CN)(C3=CC=C(C=C3)Cl)O
AT-7519,11338033,klaeger,C1CNCCC1NC(=O)C2=C(C=NN2)NC(=O)C3=C(C=CC=C3Cl)Cl
AT-9283,135398495,klaeger,C1CC1NC(=O)NC2=C(NN=C2)C3=NC4=C(N3)C=C(C=C4)CN5CCOCC5
AV-412,9806229,klaeger,CC(C)(C#CC1=CC2=C(C=C1NC(=O)C=C)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)N4CCN(CC4)C
AV-412,11700696,klaeger,CC1=CC=C(C=C1)S(=O)(=O)O.CC1=CC=C(C=C1)S(=O)(=O)O.CC(C)(C#CC1=CC2=C(C=C1NC(=O)C=C)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)N4CCN(CC4)C
AV-412,156267898,klaeger,CC1=CC=C(C=C1)S(=O)(=O)O.CC(C)(C#CC1=CC2=C(C=C1NC(=O)C=C)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)N4CCN(CC4)C
Axitinib,6450551,klaeger,CNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)/C=C/C4=CC=CC=N4
Axitinib,6450551,klaeger,CNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)/C=C/C4=CC=CC=N4
AXL-1717,72435,klaeger,COC1=CC(=CC(=C1OC)OC)[C@H]2[C@H]3[C@H](COC3=O)[C@H](C4=CC5=C(C=C24)OCO5)O
AZD-1208,58423153,klaeger,C1C[C@H](CN(C1)C2=C(C=CC=C2C3=CC=CC=C3)/C=C\4/C(=O)NC(=O)S4)N
AZD-1480,16659841,klaeger,CC1=CC(=NN1)NC2=NC(=NC=C2Cl)N[C@@H](C)C3=NC=C(C=N3)F
AZD-2014,25262792,klaeger,C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=CC=C4)C(=O)NC)N5CCOC[C@@H]5C
AZD-4547,51039095,klaeger,C[C@@H]1CN(C[C@@H](N1)C)C2=CC=C(C=C2)C(=O)NC3=NNC(=C3)CCC4=CC(=CC(=C4)OC)OC
AZD-5363,25227436,klaeger,C1CN(CCC1(C(=O)N[C@@H](CCO)C2=CC=C(C=C2)Cl)N)C3=NC=NC4=C3C=CN4
AZD-5438,16747683,klaeger,CC1=NC=C(N1C(C)C)C2=NC(=NC=C2)NC3=CC=C(C=C3)S(=O)(=O)C
AZD-6482,44137675,klaeger,CC1=CN2C(=O)C=C(N=C2C(=C1)[C@@H](C)NC3=CC=CC=C3C(=O)O)N4CCOCC4
AZD-7762,11152667,klaeger,C1C[C@@H](CNC1)NC(=O)C2=C(C=C(S2)C3=CC(=CC=C3)F)NC(=O)N
AZD-8055,25262965,klaeger,C[C@H]1COCCN1C2=NC(=NC3=C2C=CC(=N3)C4=CC(=C(C=C4)OC)CO)N5CCOC[C@@H]5C
AZD-8186,52913813,klaeger,C[C@H](C1=CC(=CC2=C1OC(=CC2=O)N3CCOCC3)C(=O)N(C)C)NC4=CC(=CC(=C4)F)F
AZD-8330,16666708,klaeger,CC1=CC(=C(N(C1=O)C)NC2=C(C=C(C=C2)I)F)C(=O)NOCCO
