BROMOscan Gene Symbol,Common Inhibitor Name,CBIS Compound Name,KD,St.Dev.,n,KD Units,Inhibitor SMILE
BRDT(1),LP-99,SGC_BRD9_12245,>50000,,2,nM,Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NS(=O)(=O)CC(C)C)[C@H]3c3ccc(Cl)cc3)ccc12
"BRDT(1,2)",LP-99,SGC_BRD9_12245,21000,14000,2,nM,Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NS(=O)(=O)CC(C)C)[C@H]3c3ccc(Cl)cc3)ccc12
BRDT(2),LP-99,SGC_BRD9_12245,33000,1000,2,nM,Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NS(=O)(=O)CC(C)C)[C@H]3c3ccc(Cl)cc3)ccc12
BRPF1,LP-99,SGC_BRD9_12245,43000,860,2,nM,Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NS(=O)(=O)CC(C)C)[C@H]3c3ccc(Cl)cc3)ccc12
BRPF3,LP-99,SGC_BRD9_12245,>50000,,2,nM,Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NS(=O)(=O)CC(C)C)[C@H]3c3ccc(Cl)cc3)ccc12
CECR2,LP-99,SGC_BRD9_12245,>50000,,2,nM,Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NS(=O)(=O)CC(C)C)[C@H]3c3ccc(Cl)cc3)ccc12
CREBBP,LP-99,SGC_BRD9_12245,>50000,,2,nM,Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NS(=O)(=O)CC(C)C)[C@H]3c3ccc(Cl)cc3)ccc12
EP300,LP-99,SGC_BRD9_12245,>50000,,2,nM,Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NS(=O)(=O)CC(C)C)[C@H]3c3ccc(Cl)cc3)ccc12
FALZ,LP-99,SGC_BRD9_12245,>50000,,2,nM,Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NS(=O)(=O)CC(C)C)[C@H]3c3ccc(Cl)cc3)ccc12
GCN5L2,LP-99,SGC_BRD9_12245,>50000,,2,nM,Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NS(=O)(=O)CC(C)C)[C@H]3c3ccc(Cl)cc3)ccc12
PBRM1(2),LP-99,SGC_BRD9_12245,>50000,,2,nM,Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NS(=O)(=O)CC(C)C)[C@H]3c3ccc(Cl)cc3)ccc12
PBRM1(5),LP-99,SGC_BRD9_12245,>50000,,2,nM,Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NS(=O)(=O)CC(C)C)[C@H]3c3ccc(Cl)cc3)ccc12
PCAF,LP-99,SGC_BRD9_12245,>50000,,2,nM,Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NS(=O)(=O)CC(C)C)[C@H]3c3ccc(Cl)cc3)ccc12
SMARCA2,LP-99,SGC_BRD9_12245,>50000,,2,nM,Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NS(=O)(=O)CC(C)C)[C@H]3c3ccc(Cl)cc3)ccc12
SMARCA2(iso.A),LP-99,SGC_BRD9_12245,,,,,Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NS(=O)(=O)CC(C)C)[C@H]3c3ccc(Cl)cc3)ccc12
SMARCA4,LP-99,SGC_BRD9_12245,>50000,,2,nM,Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NS(=O)(=O)CC(C)C)[C@H]3c3ccc(Cl)cc3)ccc12
TAF1(2),LP-99,SGC_BRD9_12245,>50000,,2,nM,Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NS(=O)(=O)CC(C)C)[C@H]3c3ccc(Cl)cc3)ccc12
TAF1L(2),LP-99,SGC_BRD9_12245,>50000,,2,nM,Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NS(=O)(=O)CC(C)C)[C@H]3c3ccc(Cl)cc3)ccc12
TRIM24(Bromo.),LP-99,SGC_BRD9_12245,>50000,,2,nM,Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NS(=O)(=O)CC(C)C)[C@H]3c3ccc(Cl)cc3)ccc12
"TRIM24(PHD,Bromo.)",LP-99,SGC_BRD9_12245,>50000,,2,nM,Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NS(=O)(=O)CC(C)C)[C@H]3c3ccc(Cl)cc3)ccc12
"TRIM33(PHD,Bromo.)",LP-99,SGC_BRD9_12245,>50000,,2,nM,Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NS(=O)(=O)CC(C)C)[C@H]3c3ccc(Cl)cc3)ccc12
WDR9(2),LP-99,SGC_BRD9_12245,>50000,,2,nM,Cc1cc(=O)n(C)c2cc(N3C(=O)CC[C@H](NS(=O)(=O)CC(C)C)[C@H]3c3ccc(Cl)cc3)ccc12
ATAD2A,SGC-CBP30,SGC-CBP30,>100000,,6,nM,CC1=C(C(C)=NO1)C2=CC=C3C(N=C(CCC4=CC(Cl)=C(OC)C=C4)N3C[C@@H](N5CCOCC5)C)=C2
ATAD2B,SGC-CBP30,SGC-CBP30,>100000,,2,nM,CC1=C(C(C)=NO1)C2=CC=C3C(N=C(CCC4=CC(Cl)=C(OC)C=C4)N3C[C@@H](N5CCOCC5)C)=C2
BAZ1B,SGC-CBP30,SGC-CBP30,>100000,,2,nM,CC1=C(C(C)=NO1)C2=CC=C3C(N=C(CCC4=CC(Cl)=C(OC)C=C4)N3C[C@@H](N5CCOCC5)C)=C2
BAZ2A,SGC-CBP30,SGC-CBP30,69000,33000,2,nM,CC1=C(C(C)=NO1)C2=CC=C3C(N=C(CCC4=CC(Cl)=C(OC)C=C4)N3C[C@@H](N5CCOCC5)C)=C2
BAZ2B,SGC-CBP30,SGC-CBP30,>100000,,4,nM,CC1=C(C(C)=NO1)C2=CC=C3C(N=C(CCC4=CC(Cl)=C(OC)C=C4)N3C[C@@H](N5CCOCC5)C)=C2
BRD1,SGC-CBP30,SGC-CBP30,21000,6900,2,nM,CC1=C(C(C)=NO1)C2=CC=C3C(N=C(CCC4=CC(Cl)=C(OC)C=C4)N3C[C@@H](N5CCOCC5)C)=C2
BRD2(1),SGC-CBP30,SGC-CBP30,620,28,2,nM,CC1=C(C(C)=NO1)C2=CC=C3C(N=C(CCC4=CC(Cl)=C(OC)C=C4)N3C[C@@H](N5CCOCC5)C)=C2
"BRD2(1,2)",SGC-CBP30,SGC-CBP30,650,190,2,nM,CC1=C(C(C)=NO1)C2=CC=C3C(N=C(CCC4=CC(Cl)=C(OC)C=C4)N3C[C@@H](N5CCOCC5)C)=C2
BRD2(2),SGC-CBP30,SGC-CBP30,2400,700,2,nM,CC1=C(C(C)=NO1)C2=CC=C3C(N=C(CCC4=CC(Cl)=C(OC)C=C4)N3C[C@@H](N5CCOCC5)C)=C2
BRD3(1),SGC-CBP30,SGC-CBP30,740,37,2,nM,CC1=C(C(C)=NO1)C2=CC=C3C(N=C(CCC4=CC(Cl)=C(OC)C=C4)N3C[C@@H](N5CCOCC5)C)=C2
"BRD3(1,2)",SGC-CBP30,SGC-CBP30,1100,18,2,nM,CC1=C(C(C)=NO1)C2=CC=C3C(N=C(CCC4=CC(Cl)=C(OC)C=C4)N3C[C@@H](N5CCOCC5)C)=C2
BRD3(2),SGC-CBP30,SGC-CBP30,2300,61,2,nM,CC1=C(C(C)=NO1)C2=CC=C3C(N=C(CCC4=CC(Cl)=C(OC)C=C4)N3C[C@@H](N5CCOCC5)C)=C2
BRD4(1),SGC-CBP30,SGC-CBP30,1100,470,2,nM,CC1=C(C(C)=NO1)C2=CC=C3C(N=C(CCC4=CC(Cl)=C(OC)C=C4)N3C[C@@H](N5CCOCC5)C)=C2
"BRD4(1,2)",SGC-CBP30,SGC-CBP30,3400,430,2,nM,CC1=C(C(C)=NO1)C2=CC=C3C(N=C(CCC4=CC(Cl)=C(OC)C=C4)N3C[C@@H](N5CCOCC5)C)=C2
BRD4(2),SGC-CBP30,SGC-CBP30,6200,1400,2,nM,CC1=C(C(C)=NO1)C2=CC=C3C(N=C(CCC4=CC(Cl)=C(OC)C=C4)N3C[C@@H](N5CCOCC5)C)=C2
"BRD4(full-length,short-iso.)",SGC-CBP30,SGC-CBP30,586.96,355.64,2,nM,CC1=C(C(C)=NO1)C2=CC=C3C(N=C(CCC4=CC(Cl)=C(OC)C=C4)N3C[C@@H](N5CCOCC5)C)=C2
BRD7,SGC-CBP30,SGC-CBP30,39000,3800,2,nM,CC1=C(C(C)=NO1)C2=CC=C3C(N=C(CCC4=CC(Cl)=C(OC)C=C4)N3C[C@@H](N5CCOCC5)C)=C2
BRD8(1),SGC-CBP30,SGC-CBP30,>100000,,2,nM,CC1=C(C(C)=NO1)C2=CC=C3C(N=C(CCC4=CC(Cl)=C(OC)C=C4)N3C[C@@H](N5CCOCC5)C)=C2
BRD8(2),SGC-CBP30,SGC-CBP30,>100000,,2,nM,CC1=C(C(C)=NO1)C2=CC=C3C(N=C(CCC4=CC(Cl)=C(OC)C=C4)N3C[C@@H](N5CCOCC5)C)=C2
BRD9,SGC-CBP30,SGC-CBP30,6100,2300,2,nM,CC1=C(C(C)=NO1)C2=CC=C3C(N=C(CCC4=CC(Cl)=C(OC)C=C4)N3C[C@@H](N5CCOCC5)C)=C2
BRDT(1),SGC-CBP30,SGC-CBP30,2600,12,2,nM,CC1=C(C(C)=NO1)C2=CC=C3C(N=C(CCC4=CC(Cl)=C(OC)C=C4)N3C[C@@H](N5CCOCC5)C)=C2
"BRDT(1,2)",SGC-CBP30,SGC-CBP30,3100,300,2,nM,CC1=C(C(C)=NO1)C2=CC=C3C(N=C(CCC4=CC(Cl)=C(OC)C=C4)N3C[C@@H](N5CCOCC5)C)=C2
BRDT(2),SGC-CBP30,SGC-CBP30,>100000,,2,nM,CC1=C(C(C)=NO1)C2=CC=C3C(N=C(CCC4=CC(Cl)=C(OC)C=C4)N3C[C@@H](N5CCOCC5)C)=C2
BRPF1,SGC-CBP30,SGC-CBP30,2400,460,2,nM,CC1=C(C(C)=NO1)C2=CC=C3C(N=C(CCC4=CC(Cl)=C(OC)C=C4)N3C[C@@H](N5CCOCC5)C)=C2
BRPF3,SGC-CBP30,SGC-CBP30,>100000,,2,nM,CC1=C(C(C)=NO1)C2=CC=C3C(N=C(CCC4=CC(Cl)=C(OC)C=C4)N3C[C@@H](N5CCOCC5)C)=C2
CECR2,SGC-CBP30,SGC-CBP30,7900,3400,2,nM,CC1=C(C(C)=NO1)C2=CC=C3C(N=C(CCC4=CC(Cl)=C(OC)C=C4)N3C[C@@H](N5CCOCC5)C)=C2
CREBBP,SGC-CBP30,SGC-CBP30,7.0,3.0,2,nM,CC1=C(C(C)=NO1)C2=CC=C3C(N=C(CCC4=CC(Cl)=C(OC)C=C4)N3C[C@@H](N5CCOCC5)C)=C2
EP300,SGC-CBP30,SGC-CBP30,16,4.0,2,nM,CC1=C(C(C)=NO1)C2=CC=C3C(N=C(CCC4=CC(Cl)=C(OC)C=C4)N3C[C@@H](N5CCOCC5)C)=C2
FALZ,SGC-CBP30,SGC-CBP30,81000,22000,2,nM,CC1=C(C(C)=NO1)C2=CC=C3C(N=C(CCC4=CC(Cl)=C(OC)C=C4)N3C[C@@H](N5CCOCC5)C)=C2
GCN5L2,SGC-CBP30,SGC-CBP30,>100000,,2,nM,CC1=C(C(C)=NO1)C2=CC=C3C(N=C(CCC4=CC(Cl)=C(OC)C=C4)N3C[C@@H](N5CCOCC5)C)=C2
PBRM1(2),SGC-CBP30,SGC-CBP30,>100000,,2,nM,CC1=C(C(C)=NO1)C2=CC=C3C(N=C(CCC4=CC(Cl)=C(OC)C=C4)N3C[C@@H](N5CCOCC5)C)=C2
PBRM1(5),SGC-CBP30,SGC-CBP30,49739.98,12261.8,2,nM,CC1=C(C(C)=NO1)C2=CC=C3C(N=C(CCC4=CC(Cl)=C(OC)C=C4)N3C[C@@H](N5CCOCC5)C)=C2
PCAF,SGC-CBP30,SGC-CBP30,>100000,,2,nM,CC1=C(C(C)=NO1)C2=CC=C3C(N=C(CCC4=CC(Cl)=C(OC)C=C4)N3C[C@@H](N5CCOCC5)C)=C2
SMARCA2,SGC-CBP30,SGC-CBP30,>100000,,2,nM,CC1=C(C(C)=NO1)C2=CC=C3C(N=C(CCC4=CC(Cl)=C(OC)C=C4)N3C[C@@H](N5CCOCC5)C)=C2
SMARCA2(iso.A),SGC-CBP30,SGC-CBP30,>100000,,2,nM,CC1=C(C(C)=NO1)C2=CC=C3C(N=C(CCC4=CC(Cl)=C(OC)C=C4)N3C[C@@H](N5CCOCC5)C)=C2
SMARCA4,SGC-CBP30,SGC-CBP30,>100000,,2,nM,CC1=C(C(C)=NO1)C2=CC=C3C(N=C(CCC4=CC(Cl)=C(OC)C=C4)N3C[C@@H](N5CCOCC5)C)=C2
TAF1(2),SGC-CBP30,SGC-CBP30,3100,2.0,4,nM,CC1=C(C(C)=NO1)C2=CC=C3C(N=C(CCC4=CC(Cl)=C(OC)C=C4)N3C[C@@H](N5CCOCC5)C)=C2
TAF1L(2),SGC-CBP30,SGC-CBP30,7100,180,2,nM,CC1=C(C(C)=NO1)C2=CC=C3C(N=C(CCC4=CC(Cl)=C(OC)C=C4)N3C[C@@H](N5CCOCC5)C)=C2
TRIM24(Bromo.),SGC-CBP30,SGC-CBP30,12000,1000,2,nM,CC1=C(C(C)=NO1)C2=CC=C3C(N=C(CCC4=CC(Cl)=C(OC)C=C4)N3C[C@@H](N5CCOCC5)C)=C2
"TRIM24(PHD,Bromo.)",SGC-CBP30,SGC-CBP30,6500,550,2,nM,CC1=C(C(C)=NO1)C2=CC=C3C(N=C(CCC4=CC(Cl)=C(OC)C=C4)N3C[C@@H](N5CCOCC5)C)=C2
"TRIM33(PHD,Bromo.)",SGC-CBP30,SGC-CBP30,>100000,,2,nM,CC1=C(C(C)=NO1)C2=CC=C3C(N=C(CCC4=CC(Cl)=C(OC)C=C4)N3C[C@@H](N5CCOCC5)C)=C2
WDR9(2),SGC-CBP30,SGC-CBP30,12000,760,2,nM,CC1=C(C(C)=NO1)C2=CC=C3C(N=C(CCC4=CC(Cl)=C(OC)C=C4)N3C[C@@H](N5CCOCC5)C)=C2
ATAD2A,NVS-CECR2-1,BDV0006266b,>30000,,2,nM,CCCS(c1nc(cc(NC2CC2)n1)c1ccc2c(ccn2C2CC(C)(C)NC(C)(C)C2)c1)(=O)=O
ATAD2B,NVS-CECR2-1,BDV0006266b,>30000,,2,nM,CCCS(c1nc(cc(NC2CC2)n1)c1ccc2c(ccn2C2CC(C)(C)NC(C)(C)C2)c1)(=O)=O
BAZ2A,NVS-CECR2-1,BDV0006266b,>30000,,2,nM,CCCS(c1nc(cc(NC2CC2)n1)c1ccc2c(ccn2C2CC(C)(C)NC(C)(C)C2)c1)(=O)=O
BAZ2B,NVS-CECR2-1,BDV0006266b,>30000,,2,nM,CCCS(c1nc(cc(NC2CC2)n1)c1ccc2c(ccn2C2CC(C)(C)NC(C)(C)C2)c1)(=O)=O
BRD1,NVS-CECR2-1,BDV0006266b,>30000,,2,nM,CCCS(c1nc(cc(NC2CC2)n1)c1ccc2c(ccn2C2CC(C)(C)NC(C)(C)C2)c1)(=O)=O
BRD2(1),NVS-CECR2-1,BDV0006266b,>30000,,2,nM,CCCS(c1nc(cc(NC2CC2)n1)c1ccc2c(ccn2C2CC(C)(C)NC(C)(C)C2)c1)(=O)=O
"BRD2(1,2)",NVS-CECR2-1,BDV0006266b,16000,3900,2,nM,CCCS(c1nc(cc(NC2CC2)n1)c1ccc2c(ccn2C2CC(C)(C)NC(C)(C)C2)c1)(=O)=O
BRD2(2),NVS-CECR2-1,BDV0006266b,>30000,,2,nM,CCCS(c1nc(cc(NC2CC2)n1)c1ccc2c(ccn2C2CC(C)(C)NC(C)(C)C2)c1)(=O)=O
BRD3(1),NVS-CECR2-1,BDV0006266b,>30000,,2,nM,CCCS(c1nc(cc(NC2CC2)n1)c1ccc2c(ccn2C2CC(C)(C)NC(C)(C)C2)c1)(=O)=O
"BRD3(1,2)",NVS-CECR2-1,BDV0006266b,>30000,,2,nM,CCCS(c1nc(cc(NC2CC2)n1)c1ccc2c(ccn2C2CC(C)(C)NC(C)(C)C2)c1)(=O)=O
BRD3(2),NVS-CECR2-1,BDV0006266b,>30000,,2,nM,CCCS(c1nc(cc(NC2CC2)n1)c1ccc2c(ccn2C2CC(C)(C)NC(C)(C)C2)c1)(=O)=O
BRD4(1),NVS-CECR2-1,BDV0006266b,21000,3300,2,nM,CCCS(c1nc(cc(NC2CC2)n1)c1ccc2c(ccn2C2CC(C)(C)NC(C)(C)C2)c1)(=O)=O
"BRD4(1,2)",NVS-CECR2-1,BDV0006266b,12000,3200,2,nM,CCCS(c1nc(cc(NC2CC2)n1)c1ccc2c(ccn2C2CC(C)(C)NC(C)(C)C2)c1)(=O)=O
BRD4(2),NVS-CECR2-1,BDV0006266b,5700,1300,2,nM,CCCS(c1nc(cc(NC2CC2)n1)c1ccc2c(ccn2C2CC(C)(C)NC(C)(C)C2)c1)(=O)=O
"BRD4(full-length,short-iso.)",NVS-CECR2-1,BDV0006266b,13000,750,2,nM,CCCS(c1nc(cc(NC2CC2)n1)c1ccc2c(ccn2C2CC(C)(C)NC(C)(C)C2)c1)(=O)=O
BRD7,NVS-CECR2-1,BDV0006266b,6800,2400,2,nM,CCCS(c1nc(cc(NC2CC2)n1)c1ccc2c(ccn2C2CC(C)(C)NC(C)(C)C2)c1)(=O)=O
BRD8(1),NVS-CECR2-1,BDV0006266b,>30000,,2,nM,CCCS(c1nc(cc(NC2CC2)n1)c1ccc2c(ccn2C2CC(C)(C)NC(C)(C)C2)c1)(=O)=O
BRD8(2),NVS-CECR2-1,BDV0006266b,>30000,,2,nM,CCCS(c1nc(cc(NC2CC2)n1)c1ccc2c(ccn2C2CC(C)(C)NC(C)(C)C2)c1)(=O)=O
BRD9,NVS-CECR2-1,BDV0006266b,2100,940,2,nM,CCCS(c1nc(cc(NC2CC2)n1)c1ccc2c(ccn2C2CC(C)(C)NC(C)(C)C2)c1)(=O)=O
BRDT(1),NVS-CECR2-1,BDV0006266b,>30000,,2,nM,CCCS(c1nc(cc(NC2CC2)n1)c1ccc2c(ccn2C2CC(C)(C)NC(C)(C)C2)c1)(=O)=O
"BRDT(1,2)",NVS-CECR2-1,BDV0006266b,14000,1000,2,nM,CCCS(c1nc(cc(NC2CC2)n1)c1ccc2c(ccn2C2CC(C)(C)NC(C)(C)C2)c1)(=O)=O
BRDT(2),NVS-CECR2-1,BDV0006266b,>30000,,2,nM,CCCS(c1nc(cc(NC2CC2)n1)c1ccc2c(ccn2C2CC(C)(C)NC(C)(C)C2)c1)(=O)=O
BRPF1,NVS-CECR2-1,BDV0006266b,3500,670,2,nM,CCCS(c1nc(cc(NC2CC2)n1)c1ccc2c(ccn2C2CC(C)(C)NC(C)(C)C2)c1)(=O)=O
BRPF3,NVS-CECR2-1,BDV0006266b,>30000,,2,nM,CCCS(c1nc(cc(NC2CC2)n1)c1ccc2c(ccn2C2CC(C)(C)NC(C)(C)C2)c1)(=O)=O
CECR2,NVS-CECR2-1,BDV0006266b,14,1.6,2,nM,CCCS(c1nc(cc(NC2CC2)n1)c1ccc2c(ccn2C2CC(C)(C)NC(C)(C)C2)c1)(=O)=O
CREBBP,NVS-CECR2-1,BDV0006266b,>30000,,2,nM,CCCS(c1nc(cc(NC2CC2)n1)c1ccc2c(ccn2C2CC(C)(C)NC(C)(C)C2)c1)(=O)=O
EP300,NVS-CECR2-1,BDV0006266b,>30000,,2,nM,CCCS(c1nc(cc(NC2CC2)n1)c1ccc2c(ccn2C2CC(C)(C)NC(C)(C)C2)c1)(=O)=O
FALZ,NVS-CECR2-1,BDV0006266b,360,42,2,nM,CCCS(c1nc(cc(NC2CC2)n1)c1ccc2c(ccn2C2CC(C)(C)NC(C)(C)C2)c1)(=O)=O
GCN5L2,NVS-CECR2-1,BDV0006266b,>30000,,2,nM,CCCS(c1nc(cc(NC2CC2)n1)c1ccc2c(ccn2C2CC(C)(C)NC(C)(C)C2)c1)(=O)=O
PBRM1(2),NVS-CECR2-1,BDV0006266b,>30000,,2,nM,CCCS(c1nc(cc(NC2CC2)n1)c1ccc2c(ccn2C2CC(C)(C)NC(C)(C)C2)c1)(=O)=O
PBRM1(5),NVS-CECR2-1,BDV0006266b,>30000,,2,nM,CCCS(c1nc(cc(NC2CC2)n1)c1ccc2c(ccn2C2CC(C)(C)NC(C)(C)C2)c1)(=O)=O
PCAF,NVS-CECR2-1,BDV0006266b,>30000,,2,nM,CCCS(c1nc(cc(NC2CC2)n1)c1ccc2c(ccn2C2CC(C)(C)NC(C)(C)C2)c1)(=O)=O
SMARCA2,NVS-CECR2-1,BDV0006266b,>30000,,2,nM,CCCS(c1nc(cc(NC2CC2)n1)c1ccc2c(ccn2C2CC(C)(C)NC(C)(C)C2)c1)(=O)=O
SMARCA4,NVS-CECR2-1,BDV0006266b,>30000,,2,nM,CCCS(c1nc(cc(NC2CC2)n1)c1ccc2c(ccn2C2CC(C)(C)NC(C)(C)C2)c1)(=O)=O
TAF1(2),NVS-CECR2-1,BDV0006266b,2100,66,2,nM,CCCS(c1nc(cc(NC2CC2)n1)c1ccc2c(ccn2C2CC(C)(C)NC(C)(C)C2)c1)(=O)=O
TAF1L(2),NVS-CECR2-1,BDV0006266b,9600,340,2,nM,CCCS(c1nc(cc(NC2CC2)n1)c1ccc2c(ccn2C2CC(C)(C)NC(C)(C)C2)c1)(=O)=O
TRIM24(Bromo.),NVS-CECR2-1,BDV0006266b,>30000,,2,nM,CCCS(c1nc(cc(NC2CC2)n1)c1ccc2c(ccn2C2CC(C)(C)NC(C)(C)C2)c1)(=O)=O
"TRIM24(PHD,Bromo.)",NVS-CECR2-1,BDV0006266b,>30000,,2,nM,CCCS(c1nc(cc(NC2CC2)n1)c1ccc2c(ccn2C2CC(C)(C)NC(C)(C)C2)c1)(=O)=O
"TRIM33(PHD,Bromo.)",NVS-CECR2-1,BDV0006266b,>30000,,2,nM,CCCS(c1nc(cc(NC2CC2)n1)c1ccc2c(ccn2C2CC(C)(C)NC(C)(C)C2)c1)(=O)=O
WDR9(2),NVS-CECR2-1,BDV0006266b,30000,400,2,nM,CCCS(c1nc(cc(NC2CC2)n1)c1ccc2c(ccn2C2CC(C)(C)NC(C)(C)C2)c1)(=O)=O
ATAD2A,PFI-3 D1,BDF25472461a,>30000,,2,nM,C1CC1Nc1c2C[C@@H]3CC[C@H](c2ncn1)N3C=CC(c1ccccc1O)=O
ATAD2B,PFI-3 D1,BDF25472461a,>30000,,2,nM,C1CC1Nc1c2C[C@@H]3CC[C@H](c2ncn1)N3C=CC(c1ccccc1O)=O
BAZ2A,PFI-3 D1,BDF25472461a,>30000,,2,nM,C1CC1Nc1c2C[C@@H]3CC[C@H](c2ncn1)N3C=CC(c1ccccc1O)=O
BAZ2B,PFI-3 D1,BDF25472461a,>30000,,2,nM,C1CC1Nc1c2C[C@@H]3CC[C@H](c2ncn1)N3C=CC(c1ccccc1O)=O
BRD1,PFI-3 D1,BDF25472461a,>30000,,2,nM,C1CC1Nc1c2C[C@@H]3CC[C@H](c2ncn1)N3C=CC(c1ccccc1O)=O
BRD2(1),PFI-3 D1,BDF25472461a,>30000,,2,nM,C1CC1Nc1c2C[C@@H]3CC[C@H](c2ncn1)N3C=CC(c1ccccc1O)=O
"BRD2(1,2)",PFI-3 D1,BDF25472461a,>30000,,2,nM,C1CC1Nc1c2C[C@@H]3CC[C@H](c2ncn1)N3C=CC(c1ccccc1O)=O
BRD2(2),PFI-3 D1,BDF25472461a,>30000,,2,nM,C1CC1Nc1c2C[C@@H]3CC[C@H](c2ncn1)N3C=CC(c1ccccc1O)=O
BRD3(1),PFI-3 D1,BDF25472461a,>30000,,2,nM,C1CC1Nc1c2C[C@@H]3CC[C@H](c2ncn1)N3C=CC(c1ccccc1O)=O
"BRD3(1,2)",PFI-3 D1,BDF25472461a,>30000,,2,nM,C1CC1Nc1c2C[C@@H]3CC[C@H](c2ncn1)N3C=CC(c1ccccc1O)=O
BRD3(2),PFI-3 D1,BDF25472461a,>30000,,2,nM,C1CC1Nc1c2C[C@@H]3CC[C@H](c2ncn1)N3C=CC(c1ccccc1O)=O
BRD4(1),PFI-3 D1,BDF25472461a,27000,3700,2,nM,C1CC1Nc1c2C[C@@H]3CC[C@H](c2ncn1)N3C=CC(c1ccccc1O)=O
"BRD4(1,2)",PFI-3 D1,BDF25472461a,>30000,,2,nM,C1CC1Nc1c2C[C@@H]3CC[C@H](c2ncn1)N3C=CC(c1ccccc1O)=O
BRD4(2),PFI-3 D1,BDF25472461a,>30000,,2,nM,C1CC1Nc1c2C[C@@H]3CC[C@H](c2ncn1)N3C=CC(c1ccccc1O)=O
"BRD4(full-length,short-iso.)",PFI-3 D1,BDF25472461a,>30000,,2,nM,C1CC1Nc1c2C[C@@H]3CC[C@H](c2ncn1)N3C=CC(c1ccccc1O)=O
BRD7,PFI-3 D1,BDF25472461a,>30000,,2,nM,C1CC1Nc1c2C[C@@H]3CC[C@H](c2ncn1)N3C=CC(c1ccccc1O)=O
BRD8(1),PFI-3 D1,BDF25472461a,>30000,,2,nM,C1CC1Nc1c2C[C@@H]3CC[C@H](c2ncn1)N3C=CC(c1ccccc1O)=O
BRD8(2),PFI-3 D1,BDF25472461a,>30000,,2,nM,C1CC1Nc1c2C[C@@H]3CC[C@H](c2ncn1)N3C=CC(c1ccccc1O)=O
BRD9,PFI-3 D1,BDF25472461a,>30000,,2,nM,C1CC1Nc1c2C[C@@H]3CC[C@H](c2ncn1)N3C=CC(c1ccccc1O)=O
BRDT(1),PFI-3 D1,BDF25472461a,24000,5100,2,nM,C1CC1Nc1c2C[C@@H]3CC[C@H](c2ncn1)N3C=CC(c1ccccc1O)=O
"BRDT(1,2)",PFI-3 D1,BDF25472461a,>30000,,2,nM,C1CC1Nc1c2C[C@@H]3CC[C@H](c2ncn1)N3C=CC(c1ccccc1O)=O
BRDT(2),PFI-3 D1,BDF25472461a,>30000,,2,nM,C1CC1Nc1c2C[C@@H]3CC[C@H](c2ncn1)N3C=CC(c1ccccc1O)=O
BRPF1,PFI-3 D1,BDF25472461a,>30000,,2,nM,C1CC1Nc1c2C[C@@H]3CC[C@H](c2ncn1)N3C=CC(c1ccccc1O)=O
BRPF3,PFI-3 D1,BDF25472461a,>30000,,2,nM,C1CC1Nc1c2C[C@@H]3CC[C@H](c2ncn1)N3C=CC(c1ccccc1O)=O
CECR2,PFI-3 D1,BDF25472461a,>30000,,2,nM,C1CC1Nc1c2C[C@@H]3CC[C@H](c2ncn1)N3C=CC(c1ccccc1O)=O
CREBBP,PFI-3 D1,BDF25472461a,>30000,,2,nM,C1CC1Nc1c2C[C@@H]3CC[C@H](c2ncn1)N3C=CC(c1ccccc1O)=O
EP300,PFI-3 D1,BDF25472461a,>30000,,2,nM,C1CC1Nc1c2C[C@@H]3CC[C@H](c2ncn1)N3C=CC(c1ccccc1O)=O
FALZ,PFI-3 D1,BDF25472461a,>30000,,2,nM,C1CC1Nc1c2C[C@@H]3CC[C@H](c2ncn1)N3C=CC(c1ccccc1O)=O
GCN5L2,PFI-3 D1,BDF25472461a,23000,8400,2,nM,C1CC1Nc1c2C[C@@H]3CC[C@H](c2ncn1)N3C=CC(c1ccccc1O)=O
PBRM1(2),PFI-3 D1,BDF25472461a,170,10,2,nM,C1CC1Nc1c2C[C@@H]3CC[C@H](c2ncn1)N3C=CC(c1ccccc1O)=O
